# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 767128
# D1D2.size2 = 767128
# D1R2.size1 = 767128
# D1R2.size2 = 20535222
# R1D2.size1 = 20535222
# R1D2.size2 = 767128
# R1R2.size1 = 20535222
# R1R2.size2 = 20535222
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454374094667e-01 2.427087445111e+02
4.439475303322e-01 4.461693080269e-01 2.027685869071e+02
5.733802840848e-01 5.761374676297e-01 1.498188241149e+02
7.405491138359e-01 7.440856422136e-01 1.210905593455e+02
9.564559599018e-01 9.610216927760e-01 1.142009877148e+02
1.235310374613e+00 1.241511590966e+00 1.027093055813e+02
1.595464700520e+00 1.603798875937e+00 9.086489040884e+01
2.060621899500e+00 2.071450246284e+00 7.371077335045e+01
2.661395524022e+00 2.675353462701e+00 6.325553478610e+01
3.437324497522e+00 3.455282502654e+00 5.102483945416e+01
4.439475303322e+00 4.462678485213e+00 4.217306881944e+01
5.733802840848e+00 5.763711189725e+00 3.458380484420e+01
7.405491138359e+00 7.444217665878e+00 2.761208848888e+01
9.564559599018e+00 9.614268360009e+00 2.166411827505e+01
1.235310374613e+01 1.241701058902e+01 1.649239027425e+01
1.595464700520e+01 1.603617692086e+01 1.240576504720e+01
2.060621899500e+01 2.071042157407e+01 8.726933762201e+00
2.661395524022e+01 2.674714631677e+01 5.874526097054e+00
