rp_Mpch,wp
3.454374094666616823e-01,2.427087445110985300e+02
4.461693080269033551e-01,2.027685869071220566e+02
5.761374676297020825e-01,1.498188241148945394e+02
7.440856422135612158e-01,1.210905593454990026e+02
9.610216927759682726e-01,1.142009877148175860e+02
1.241511590966447809e+00,1.027093055812762259e+02
1.603798875936851553e+00,9.086489040884336532e+01
2.071450246283925711e+00,7.371077335044640222e+01
2.675353462701031138e+00,6.325553478610105884e+01
3.455282502654454913e+00,5.102483945416099687e+01
4.462678485212636659e+00,4.217306881943617469e+01
5.763711189724872064e+00,3.458380484419568290e+01
7.444217665877737922e+00,2.761208848887724088e+01
9.614268360009283754e+00,2.166411827505196541e+01
1.241701058901512944e+01,1.649239027424810899e+01
1.603617692086124791e+01,1.240576504719646778e+01
2.071042157406714423e+01,8.726933762201223743e+00
2.674714631677191079e+01,5.874526097054351581e+00
