rp_Mpch,wp
3.454385654873574629e-01,2.405287067500885030e+02
4.461653988858498843e-01,2.009909990417684753e+02
5.761338618964932934e-01,1.492261089393462328e+02
7.440723879949602271e-01,1.209206795973667283e+02
9.610097167089626247e-01,1.143486592166236449e+02
1.241499003751794561e+00,1.026770068003503695e+02
1.603788073401780423e+00,9.111666303083416096e+01
2.071446436333133079e+00,7.375760348289814772e+01
2.675343260187389660e+00,6.325926476925820907e+01
3.455270305770571149e+00,5.107195731023838903e+01
4.462655155922540473e+00,4.225545889097101337e+01
5.763678417757923889e+00,3.450160549379014441e+01
7.444169705178862451e+00,2.756378179363796121e+01
9.614189630014697840e+00,2.158542762488248101e+01
1.241687924072159888e+01,1.646093374094743567e+01
1.603594378599553849e+01,1.241066207372677788e+01
2.071006494970274048e+01,8.767229398478601610e+00
2.674658465056431922e+01,5.863917159888755393e+00
