# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 767082
# D1D2.size2 = 767082
# D1R2.size1 = 767082
# D1R2.size2 = 20544526
# R1D2.size1 = 20544526
# R1D2.size2 = 767082
# R1R2.size1 = 20544526
# R1R2.size2 = 20544526
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454367969212e-01 2.421302323074e+02
4.439475303322e-01 4.461675666695e-01 2.035854333190e+02
5.733802840848e-01 5.761379351794e-01 1.501047684812e+02
7.405491138359e-01 7.440848298896e-01 1.214292264779e+02
9.564559599018e-01 9.610225290674e-01 1.145655175891e+02
1.235310374613e+00 1.241512167514e+00 1.028935768150e+02
1.595464700520e+00 1.603797855626e+00 9.089848773361e+01
2.060621899500e+00 2.071447422849e+00 7.372757337244e+01
2.661395524022e+00 2.675354256817e+00 6.333885943529e+01
3.437324497522e+00 3.455282667590e+00 5.105855252264e+01
4.439475303322e+00 4.462681342168e+00 4.220168328105e+01
5.733802840848e+00 5.763708720361e+00 3.460021949527e+01
7.405491138359e+00 7.444210989168e+00 2.759859887734e+01
9.564559599018e+00 9.614263833278e+00 2.165346776197e+01
1.235310374613e+01 1.241699931069e+01 1.649844510291e+01
1.595464700520e+01 1.603615783883e+01 1.241105230402e+01
2.060621899500e+01 2.071038818602e+01 8.713546332175e+00
2.661395524022e+01 2.674709471907e+01 5.867084750889e+00
