rp_Mpch,wp
3.454357786860501323e-01,2.419849348362082821e+02
4.461659014425084502e-01,2.031325869433740650e+02
5.761372769981094599e-01,1.496429840111696024e+02
7.440835745241015653e-01,1.213475779615891668e+02
9.610192023821420015e-01,1.143515750820282335e+02
1.241509379107586852e+00,1.026023169756452091e+02
1.603798094115411299e+00,9.086666392809705428e+01
2.071448265654962206e+00,7.375171169984542985e+01
2.675354136177388931e+00,6.332045478901150659e+01
3.455282139881259873e+00,5.109685587724989375e+01
4.462679250594208114e+00,4.217981631389073982e+01
5.763707643820151993e+00,3.461759431566642320e+01
7.444213021953534515e+00,2.762957584139954292e+01
9.614263311586221050e+00,2.168137512153786162e+01
1.241700225123904922e+01,1.649735629390765723e+01
1.603616008396251402e+01,1.242252518148957918e+01
2.071039318967838483e+01,8.729697070084423416e+00
2.674710902437147908e+01,5.885236030311261857e+00
