rp_Mpch,wp
3.454381995285621398e-01,2.426278009232563591e+02
4.461656275773101532e-01,2.037161466116416761e+02
5.761384261801825168e-01,1.499432980867881895e+02
7.440837076076717294e-01,1.213243912297612610e+02
9.610187874210885939e-01,1.144170248764857831e+02
1.241511346804655025e+00,1.028214879459363260e+02
1.603799139460913903e+00,9.080880950543856045e+01
2.071447922181512080e+00,7.371453774594797892e+01
2.675353984211731539e+00,6.333338813156643710e+01
3.455281256917773547e+00,5.109821722368396024e+01
4.462679011765967374e+00,4.221250270647863090e+01
5.763703348747078792e+00,3.461818090705885709e+01
7.444210739001460908e+00,2.762060884935336702e+01
9.614255787737649328e+00,2.168892500269557644e+01
1.241698946705350437e+01,1.651353488177558759e+01
1.603613675293564711e+01,1.241526432782735867e+01
2.071035235063880720e+01,8.726741596828514247e+00
2.674702554992134296e+01,5.873046322254808160e+00
