s_Mpch,xi0,xi2,xi4
3.210033956293058210e+00,5.407356845116590094e+00,2.406015673498112406e+00,2.810657698544772209e+00
5.128940578373349268e+00,2.832251493632246486e+00,6.855852319166324538e-01,1.198438008409156819e+00
7.092660962222717913e+00,1.679583286075627679e+00,6.246162658345000979e-02,5.287746636979341330e-01
9.071984351799500246e+00,1.095642222142797495e+00,-1.313068058280474903e-01,2.545365124056979678e-01
1.105887498120977064e+01,7.624288970437672619e-01,-1.944241502856560722e-01,1.435075707428306591e-01
1.304973762382679325e+01,5.587943564135896546e-01,-1.881598196581509286e-01,7.439667493188263647e-02
1.504290313094075415e+01,4.238404002992178232e-01,-1.831963555170060265e-01,6.014791567802637434e-02
1.703780035371823587e+01,3.298266642785855352e-01,-1.580449103304827629e-01,3.923605751535097497e-02
1.903366968085201094e+01,2.660303283772049721e-01,-1.406970122642058341e-01,2.205931140784980760e-02
2.103037682568201205e+01,2.122551095306470792e-01,-1.256966180854169612e-01,2.093186887964423870e-02
2.302766008948552212e+01,1.746082625698655022e-01,-1.065724673290058544e-01,9.291655147590144326e-03
2.502536430060405692e+01,1.425283461416981257e-01,-9.508013161097222943e-02,1.403535676365296261e-02
2.702346441954955480e+01,1.206417484301523652e-01,-8.308430653969348101e-02,7.336123996653572121e-03
2.902171304242876815e+01,9.973323882257018047e-02,-7.669092598095644808e-02,9.172556106192436901e-03
3.102022351222432661e+01,8.532740748257666707e-02,-6.896079246065991986e-02,1.179685444024241442e-02
3.301895582988649380e+01,7.309831948358620768e-02,-6.726465192309252772e-02,6.833206153508714076e-03
3.501781810037644505e+01,6.126532261861000056e-02,-6.161629767318604206e-02,9.077432296849579502e-03
3.701677980650960365e+01,5.347254582055537692e-02,-5.281798917600083465e-02,-8.917325359360207208e-04
3.901589628589959347e+01,4.667313894490510151e-02,-5.168068890459939779e-02,8.002036034636974410e-03
4.101507439613389749e+01,3.818440884113083467e-02,-5.139169456091220722e-02,5.102005248561910372e-03
4.301434968274833892e+01,3.333868543455131839e-02,-4.562244289026903821e-02,4.825387023581505230e-03
4.501371466836939561e+01,2.916405666184637008e-02,-4.381645237842091839e-02,2.761557503907902805e-03
4.701306298045996357e+01,2.512012901796476655e-02,-3.675688534441130806e-02,1.407114058686423017e-03
4.901246174093233776e+01,2.220412612139681038e-02,-3.398295729326257508e-02,-5.232045786019512770e-04
5.101195713271361143e+01,1.959229434267589429e-02,-3.041709687514874277e-02,3.292944990589879778e-04
5.301146929857920753e+01,1.703531673458033580e-02,-2.957798232908529987e-02,8.655413773858602455e-05
5.501101708918266553e+01,1.611518225327644022e-02,-2.619333783574196231e-02,-1.395509540892895649e-04
5.701054925888789882e+01,1.444649917485045683e-02,-2.513768128638985133e-02,-1.026863089512418999e-03
5.901017686633686310e+01,1.276201107497661538e-02,-2.095987893655717332e-02,1.369042344131476789e-03
