# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 757414
# D1D2.size2 = 757414
# D1R2.size1 = 757414
# D1R2.size2 = 20351263
# R1D2.size1 = 20351263
# R1D2.size2 = 757414
# R1R2.size1 = 20351263
# R1R2.size2 = 20351263
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454339798314e-01 2.423826637717e+02
4.439475303322e-01 4.461715080300e-01 2.009932987365e+02
5.733802840848e-01 5.761311315161e-01 1.492626467177e+02
7.405491138359e-01 7.440814378362e-01 1.210061618205e+02
9.564559599018e-01 9.610101609719e-01 1.138541268981e+02
1.235310374613e+00 1.241502603697e+00 1.023590384156e+02
1.595464700520e+00 1.603798313073e+00 9.102253819054e+01
2.060621899500e+00 2.071444058323e+00 7.380789002476e+01
2.661395524022e+00 2.675346474355e+00 6.329664087634e+01
3.437324497522e+00 3.455277185055e+00 5.099274768287e+01
4.439475303322e+00 4.462669826437e+00 4.210284063855e+01
5.733802840848e+00 5.763699655530e+00 3.455616312746e+01
7.405491138359e+00 7.444197654045e+00 2.762739806817e+01
9.564559599018e+00 9.614231830163e+00 2.167307959797e+01
1.235310374613e+01 1.241696452024e+01 1.650358033907e+01
1.595464700520e+01 1.603609061848e+01 1.247337485555e+01
2.060621899500e+01 2.071029411143e+01 8.735750819209e+00
2.661395524022e+01 2.674691851517e+01 5.865877628757e+00
