rp_Mpch,wp
3.454309714843283863e-01,2.412590655414277308e+02
4.461667302428985460e-01,2.019998445248607197e+02
5.761333785595921242e-01,1.494176861621569969e+02
7.440789042829739630e-01,1.204677654013605519e+02
9.610170293521034246e-01,1.142126631834733388e+02
1.241508871922457624e+00,1.026942262385662303e+02
1.603798343798440884e+00,9.088912785145066664e+01
2.071451769652194574e+00,7.381208199828978422e+01
2.675351713403976817e+00,6.328950092442831021e+01
3.455276783227488657e+00,5.107768454271460712e+01
4.462670962883823478e+00,4.218069187056607205e+01
5.763696406661369842e+00,3.455090534139657166e+01
7.444203123647493037e+00,2.758631754691487004e+01
9.614236707277125760e+00,2.164790377453978110e+01
1.241696245165171142e+01,1.650854857629261474e+01
1.603608568610023255e+01,1.239746071387762782e+01
2.071027806992283971e+01,8.719711541848937486e+00
2.674694702187554185e+01,5.850245742379474478e+00
