# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 760420
# D1D2.size2 = 760420
# D1R2.size1 = 760420
# D1R2.size2 = 20457821
# R1D2.size1 = 20457821
# R1D2.size2 = 760420
# R1R2.size1 = 20457821
# R1R2.size2 = 20457821
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454331963093e-01 2.405212371361e+02
4.439475303322e-01 4.461567745200e-01 2.018648312372e+02
5.733802840848e-01 5.761322824575e-01 1.491567050753e+02
7.405491138359e-01 7.440795723407e-01 1.209048617046e+02
9.564559599018e-01 9.610149289139e-01 1.145344181112e+02
1.235310374613e+00 1.241499483094e+00 1.031619141880e+02
1.595464700520e+00 1.603791599158e+00 9.124772898213e+01
2.060621899500e+00 2.071440019688e+00 7.391059610928e+01
2.661395524022e+00 2.675349656828e+00 6.351654780214e+01
3.437324497522e+00 3.455273553352e+00 5.121761678283e+01
4.439475303322e+00 4.462660320809e+00 4.233695812496e+01
5.733802840848e+00 5.763683582481e+00 3.463661567691e+01
7.405491138359e+00 7.444175276754e+00 2.766635993064e+01
9.564559599018e+00 9.614193464461e+00 2.171186432154e+01
1.235310374613e+01 1.241689164888e+01 1.656210484346e+01
1.595464700520e+01 1.603598178210e+01 1.243045058604e+01
2.060621899500e+01 2.071009387089e+01 8.726152309137e+00
2.661395524022e+01 2.674663196914e+01 5.848198486684e+00
