rp_Mpch,wp
3.454331963093301705e-01,2.405212371361268993e+02
4.461567745200327173e-01,2.018648312371799705e+02
5.761322824575323409e-01,1.491567050753287731e+02
7.440795723406874451e-01,1.209048617045874465e+02
9.610149289139073847e-01,1.145344181111550341e+02
1.241499483094111955e+00,1.031619141879890549e+02
1.603791599157934566e+00,9.124772898212704320e+01
2.071440019687881939e+00,7.391059610928290624e+01
2.675349656827754163e+00,6.351654780213775098e+01
3.455273553351660976e+00,5.121761678282925345e+01
4.462660320809486159e+00,4.233695812496239341e+01
5.763683582481470502e+00,3.463661567690786569e+01
7.444175276753735915e+00,2.766635993063789556e+01
9.614193464461491700e+00,2.171186432153642443e+01
1.241689164887593044e+01,1.656210484346024003e+01
1.603598178210151559e+01,1.243045058603619779e+01
2.071009387089099718e+01,8.726152309137180652e+00
2.674663196914269747e+01,5.848198486684207609e+00
