rp_Mpch,wp
3.454329104391165584e-01,2.417686838880612186e+02
4.461645405997516356e-01,2.027331814978533657e+02
5.761344293374320857e-01,1.497290268455320188e+02
7.440826219640970240e-01,1.210311513499508180e+02
9.610191524012760000e-01,1.142059080655158567e+02
1.241508664578348631e+00,1.024562991154498377e+02
1.603795807140900642e+00,9.076900337133736230e+01
2.071447893338703494e+00,7.362985216867184590e+01
2.675353707894892352e+00,6.321689854355105354e+01
3.455280634699053000e+00,5.101045321423580248e+01
4.462679237758306883e+00,4.208344260992150510e+01
5.763703873313077430e+00,3.450308796600585026e+01
7.444205637750229698e+00,2.750277444575313979e+01
9.614252620905237023e+00,2.159692500073801824e+01
1.241698673792840957e+01,1.643717649826458072e+01
1.603612423582681501e+01,1.234344229516652547e+01
2.071033929098869919e+01,8.676636100007137031e+00
2.674701524035377886e+01,5.863720208573574233e+00
