rp_Mpch,wp
3.454365602476491826e-01,2.418909714962565545e+02
4.461679831561702891e-01,2.028961214883936179e+02
5.761400337208392175e-01,1.493750161979127142e+02
7.440845845213385212e-01,1.211951810024225438e+02
9.610191250354097603e-01,1.143494838473294806e+02
1.241510187514300201e+00,1.028388221584560824e+02
1.603797446903781010e+00,9.071705434187165906e+01
2.071446873554415369e+00,7.374903151122389033e+01
2.675354810730159905e+00,6.334767250678844164e+01
3.455283317436077084e+00,5.097748641132256608e+01
4.462679141792607496e+00,4.212630081554851813e+01
5.763705874449661870e+00,3.460945851797824702e+01
7.444215605669946889e+00,2.761827462895027452e+01
9.614254245509689767e+00,2.163714380459938980e+01
1.241698146034558015e+01,1.644664084488103128e+01
1.603612936625471619e+01,1.238650453770906168e+01
2.071033964814179740e+01,8.689488826080957296e+00
2.674701815091905388e+01,5.845250745797351044e+00
