# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 765802
# D1D2.size2 = 765802
# D1R2.size1 = 765802
# D1R2.size2 = 20534144
# R1D2.size1 = 20534144
# R1D2.size2 = 765802
# R1R2.size1 = 20534144
# R1R2.size2 = 20534144
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454365602476e-01 2.418909714963e+02
4.439475303322e-01 4.461679831562e-01 2.028961214884e+02
5.733802840848e-01 5.761400337208e-01 1.493750161979e+02
7.405491138359e-01 7.440845845213e-01 1.211951810024e+02
9.564559599018e-01 9.610191250354e-01 1.143494838473e+02
1.235310374613e+00 1.241510187514e+00 1.028388221585e+02
1.595464700520e+00 1.603797446904e+00 9.071705434187e+01
2.060621899500e+00 2.071446873554e+00 7.374903151122e+01
2.661395524022e+00 2.675354810730e+00 6.334767250679e+01
3.437324497522e+00 3.455283317436e+00 5.097748641132e+01
4.439475303322e+00 4.462679141793e+00 4.212630081555e+01
5.733802840848e+00 5.763705874450e+00 3.460945851798e+01
7.405491138359e+00 7.444215605670e+00 2.761827462895e+01
9.564559599018e+00 9.614254245510e+00 2.163714380460e+01
1.235310374613e+01 1.241698146035e+01 1.644664084488e+01
1.595464700520e+01 1.603612936625e+01 1.238650453771e+01
2.060621899500e+01 2.071033964814e+01 8.689488826081e+00
2.661395524022e+01 2.674701815092e+01 5.845250745797e+00
