s_Mpch,xi0,xi2,xi4
3.210052955564209221e+00,5.403665054876586105e+00,2.399124123194606550e+00,2.806486678344819907e+00
5.128937091766459844e+00,2.831702245466817480e+00,6.862906673361053311e-01,1.198767669003003578e+00
7.092655368395829107e+00,1.679163924671536634e+00,6.182750651841234513e-02,5.251227787071121034e-01
9.071980073793994848e+00,1.095583230804925812e+00,-1.303223716132607679e-01,2.540783201391932922e-01
1.105887087955024306e+01,7.618338515295104418e-01,-1.942114234288438435e-01,1.425814738214616351e-01
1.304973580782139564e+01,5.582808539671100245e-01,-1.875519345894021139e-01,7.549967670904081385e-02
1.504290091597492918e+01,4.229457426148286459e-01,-1.830828817138256404e-01,6.036787028066082500e-02
1.703779536967132557e+01,3.290913443222427404e-01,-1.580187351933609041e-01,4.029988672078643058e-02
1.903366382582989402e+01,2.656918615117102034e-01,-1.403948995901797836e-01,2.225674652967709471e-02
2.103037431263107848e+01,2.120083140062055116e-01,-1.250135148004885843e-01,2.155868767834534516e-02
2.302765853591305145e+01,1.742641620185584328e-01,-1.064405369432150916e-01,9.261660343602611326e-03
2.502536394751200532e+01,1.422449901905057934e-01,-9.539089405479414530e-02,1.334187736989127585e-02
2.702346612315555063e+01,1.204895680966167892e-01,-8.304458237369469198e-02,7.306210442574926842e-03
2.902171259232487799e+01,9.953290020118012171e-02,-7.657577168714732596e-02,8.079218035690019506e-03
3.102022521055238613e+01,8.520475605235827699e-02,-6.883753924310623273e-02,1.141038038433043675e-02
3.301895650277206329e+01,7.298381361270697698e-02,-6.720357001589352675e-02,6.566832052015905349e-03
3.501781886972852220e+01,6.118669229031073464e-02,-6.128991104496422926e-02,8.304144946261892909e-03
3.701677579364024950e+01,5.322679525680898416e-02,-5.271755637174642406e-02,-1.233954655097419233e-03
3.901589376943708487e+01,4.644616640678113362e-02,-5.137825378054758363e-02,7.880038644923492014e-03
4.101507371782076916e+01,3.790345193235188093e-02,-5.102954870852714764e-02,4.494711452478947732e-03
4.301434943067112471e+01,3.309881089228607770e-02,-4.535851888708679336e-02,4.431555913626653714e-03
4.501371363526046565e+01,2.883763491813721297e-02,-4.376177953585881630e-02,2.307265482773312396e-03
4.701306336415467513e+01,2.489574528130595460e-02,-3.657754466156892120e-02,8.671398491561848818e-04
4.901246173387581706e+01,2.207535548694481223e-02,-3.379716280106614956e-02,-5.307546010358372372e-04
5.101195591447302746e+01,1.946503748421268831e-02,-3.030519717924881617e-02,1.910070556455347661e-04
5.301147036203708041e+01,1.689381160572438895e-02,-2.948089929652177033e-02,1.186417613611172772e-04
5.501102037210745976e+01,1.594111038049377330e-02,-2.617315898572001101e-02,-2.587766701603165130e-04
5.701055090655267321e+01,1.431598292364338193e-02,-2.519059070810535789e-02,-1.092039886278922158e-03
5.901017783236422076e+01,1.269965847177303292e-02,-2.117396423866928223e-02,1.317489112197358855e-03
