rp_Mpch,wp
3.454363540660538301e-01,2.429041220493912476e+02
4.461688822008348931e-01,2.026421976509444107e+02
5.761337529235225352e-01,1.497370522273461404e+02
7.440827175634687762e-01,1.214976454806148212e+02
9.610207888415207567e-01,1.144383891883489355e+02
1.241511817468758494e+00,1.026091565692971983e+02
1.603799685991661894e+00,9.093001809122833379e+01
2.071450666401511320e+00,7.377778669740862938e+01
2.675351673380583328e+00,6.338737106260528975e+01
3.455279634446985604e+00,5.113565743434651267e+01
4.462676208484647411e+00,4.220326506095911867e+01
5.763698324041588883e+00,3.465050521165082387e+01
7.444202206308709435e+00,2.765363870584513251e+01
9.614240611078713528e+00,2.170169913424442854e+01
1.241697739122304611e+01,1.650405651800758022e+01
1.603611830741199284e+01,1.243962392180198151e+01
2.071032080377802131e+01,8.726079029682583865e+00
2.674697371527517831e+01,5.864715086924414678e+00
