# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 763535
# D1D2.size2 = 763535
# D1R2.size1 = 763535
# D1R2.size2 = 20478042
# R1D2.size1 = 20478042
# R1D2.size2 = 763535
# R1R2.size1 = 20478042
# R1R2.size2 = 20478042
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454363540661e-01 2.429041220494e+02
4.439475303322e-01 4.461688822008e-01 2.026421976509e+02
5.733802840848e-01 5.761337529235e-01 1.497370522273e+02
7.405491138359e-01 7.440827175635e-01 1.214976454806e+02
9.564559599018e-01 9.610207888415e-01 1.144383891883e+02
1.235310374613e+00 1.241511817469e+00 1.026091565693e+02
1.595464700520e+00 1.603799685992e+00 9.093001809123e+01
2.060621899500e+00 2.071450666402e+00 7.377778669741e+01
2.661395524022e+00 2.675351673381e+00 6.338737106261e+01
3.437324497522e+00 3.455279634447e+00 5.113565743435e+01
4.439475303322e+00 4.462676208485e+00 4.220326506096e+01
5.733802840848e+00 5.763698324042e+00 3.465050521165e+01
7.405491138359e+00 7.444202206309e+00 2.765363870585e+01
9.564559599018e+00 9.614240611079e+00 2.170169913424e+01
1.235310374613e+01 1.241697739122e+01 1.650405651801e+01
1.595464700520e+01 1.603611830741e+01 1.243962392180e+01
2.060621899500e+01 2.071032080378e+01 8.726079029683e+00
2.661395524022e+01 2.674697371528e+01 5.864715086924e+00
