s_Mpch,xi0,xi2,xi4
3.209979566118455363e+00,5.408821140770018410e+00,2.401960234028379215e+00,2.810787249271023747e+00
5.128924300354415600e+00,2.832541531608025576e+00,6.873741395357959583e-01,1.193569855780971301e+00
7.092647843328827584e+00,1.679521488918280792e+00,6.307291514353671746e-02,5.252552913324564088e-01
9.071981205045831942e+00,1.095414923482447511e+00,-1.302681459105349271e-01,2.554305563015925040e-01
1.105887321541059620e+01,7.624893897980190571e-01,-1.939605872883501114e-01,1.423045581365929291e-01
1.304973678728232933e+01,5.586374254549383300e-01,-1.870968114429911733e-01,7.447475404624159800e-02
1.504290175348403302e+01,4.240410894071870440e-01,-1.834644828042124864e-01,6.038233485213888307e-02
1.703780047521640029e+01,3.300054779246574532e-01,-1.579354969522078767e-01,3.913702479913216264e-02
1.903366717295493515e+01,2.661745337547784529e-01,-1.397449342688087404e-01,2.205984240635529281e-02
2.103037058863224829e+01,2.124078591629257051e-01,-1.255581199369270318e-01,2.082092199905829014e-02
2.302765612766567571e+01,1.744385126865953817e-01,-1.068656271623134313e-01,9.571094511927807913e-03
2.502536198115049615e+01,1.428933779708564944e-01,-9.620366893230664074e-02,1.383091870017858459e-02
2.702346329967271288e+01,1.210067572428262517e-01,-8.384974736346303970e-02,7.321721877509011420e-03
2.902170859769631051e+01,9.992430437527155540e-02,-7.731241896867352414e-02,8.552884638017153179e-03
3.102021783248820341e+01,8.561842300424973851e-02,-6.979294436158867132e-02,1.237676668416662872e-02
3.301895157456309704e+01,7.329511475379876795e-02,-6.757050606370576529e-02,6.476577512807859399e-03
3.501781377353735536e+01,6.145290701840774861e-02,-6.196287392446687969e-02,9.149304199345620336e-03
3.701677803422791158e+01,5.346581522238520734e-02,-5.312774037523868009e-02,-1.605093571753823467e-04
3.901589237852040526e+01,4.678903593042857412e-02,-5.190360551295727931e-02,8.868286132861362067e-03
4.101507346983358104e+01,3.804339245850748424e-02,-5.138852376615609535e-02,5.188286657014797021e-03
4.301434561012170832e+01,3.335126989227427813e-02,-4.543274476928574335e-02,5.448016901837915080e-03
4.501371268652140145e+01,2.932407275212130238e-02,-4.398459148857858381e-02,3.409291054894019943e-03
4.701305868308058677e+01,2.523751092844486038e-02,-3.702556622255180618e-02,1.809755215846231211e-03
4.901245904176520440e+01,2.227288711618601036e-02,-3.416102056924113367e-02,2.392974329614059540e-04
5.101195554344212013e+01,1.973113278131789078e-02,-3.076964969844169298e-02,1.018847774726184055e-03
5.301146854771551631e+01,1.705019667487289031e-02,-2.975532934001043697e-02,3.663723873661221516e-04
5.501101442068470959e+01,1.620485150269912467e-02,-2.599714304710001866e-02,3.346560098743100444e-04
5.701054917086854346e+01,1.445258712245337841e-02,-2.545739199358839147e-02,-4.620430546352132179e-04
5.901017490292363732e+01,1.278460948991435621e-02,-2.134974211496234314e-02,1.486378399765081286e-03
