# DESI DR1 LRG pycorr multipoles
# s_Mpch,xi0,xi2,xi4
# mode = smu
# autocorr = True
# D1D2.size1 = 758925
# D1D2.size2 = 758925
# D1R2.size1 = 758925
# D1R2.size2 = 20394281
# R1D2.size1 = 20394281
# R1D2.size2 = 758925
# R1R2.size1 = 20394281
# R1R2.size2 = 20394281
# los_type = midpoint
# bin_type = lin
# smid             savg               corr0(s)           corr2(s)            corr4(s)
3.000000000000e+00 3.210024358888e+00 5.413050847424e+00 2.390303769810e+00  2.825089342872e+00
5.000000000000e+00 5.128897314671e+00 2.835992176114e+00 6.796253716515e-01  1.191241557734e+00
7.000000000000e+00 7.092658572520e+00 1.681380184754e+00 6.145898619595e-02  5.285683563779e-01
9.000000000000e+00 9.071977957080e+00 1.096144431482e+00 -1.302067221031e-01 2.511258828595e-01
1.100000000000e+01 1.105886996199e+01 7.629042608623e-01 -1.948367107277e-01 1.412216906650e-01
1.300000000000e+01 1.304971480602e+01 5.595162910597e-01 -1.887654819297e-01 7.375617812754e-02
1.500000000000e+01 1.504288927617e+01 4.246291277004e-01 -1.838576376513e-01 5.900466222652e-02
1.700000000000e+01 1.703779016761e+01 3.300555511030e-01 -1.584771282243e-01 3.829307605991e-02
1.900000000000e+01 1.903365961098e+01 2.663679943753e-01 -1.407064060744e-01 2.187529568605e-02
2.100000000000e+01 2.103036571753e+01 2.123296163133e-01 -1.256237883162e-01 2.098676675973e-02
2.300000000000e+01 2.302764882235e+01 1.750935318644e-01 -1.066790367024e-01 9.191114927413e-03
2.500000000000e+01 2.502535633586e+01 1.429151386638e-01 -9.565134107852e-02 1.363326527655e-02
2.700000000000e+01 2.702345651663e+01 1.211831931007e-01 -8.335022274834e-02 7.917860044551e-03
2.900000000000e+01 2.902169641177e+01 9.999325457247e-02 -7.737046490394e-02 8.720284734727e-03
3.100000000000e+01 3.102021008617e+01 8.577864127971e-02 -6.984881756286e-02 1.181096471804e-02
3.300000000000e+01 3.301893891331e+01 7.363774433711e-02 -6.846252080183e-02 6.619313889390e-03
3.500000000000e+01 3.501780511472e+01 6.177723843822e-02 -6.225495301870e-02 9.104654286697e-03
3.700000000000e+01 3.701676958350e+01 5.382910380514e-02 -5.343502905023e-02 -1.034008131244e-03
3.900000000000e+01 3.901588372144e+01 4.720420284717e-02 -5.224454077346e-02 8.953262427083e-03
4.100000000000e+01 4.101505893980e+01 3.873835641756e-02 -5.151916422032e-02 4.965233037322e-03
4.300000000000e+01 4.301433371251e+01 3.389860855136e-02 -4.561214321161e-02 5.336505486446e-03
4.500000000000e+01 4.501370552964e+01 2.978793466083e-02 -4.417535988923e-02 2.708020054122e-03
4.700000000000e+01 4.701305297191e+01 2.574617053282e-02 -3.721287309267e-02 1.487967619891e-03
4.900000000000e+01 4.901245092246e+01 2.277165936128e-02 -3.390575214134e-02 -1.649256363957e-05
5.100000000000e+01 5.101194854680e+01 2.034160769512e-02 -3.089884199271e-02 8.788256705894e-04
5.300000000000e+01 5.301145607180e+01 1.759196210319e-02 -2.976660256457e-02 7.847793138746e-04
5.500000000000e+01 5.501100605561e+01 1.669069614227e-02 -2.619836765538e-02 2.165148565937e-04
5.700000000000e+01 5.701053997186e+01 1.486900506662e-02 -2.583525856850e-02 -6.130466263163e-04
5.900000000000e+01 5.901016646080e+01 1.330466293897e-02 -2.145014113121e-02 1.735864913292e-03
