rp_Mpch,wp
3.454353425225844543e-01,2.407866271535658029e+02
4.461703060536105214e-01,2.023485732920529756e+02
5.761336851070579801e-01,1.493156865856950333e+02
7.440781226885303523e-01,1.209562074439743640e+02
9.610102831538124279e-01,1.150091829988208758e+02
1.241512828215438180e+00,1.025360000884151503e+02
1.603793761167077170e+00,9.100914631354244477e+01
2.071445513821793760e+00,7.374262852289666625e+01
2.675347504466869086e+00,6.343121075910292461e+01
3.455273983412569194e+00,5.110553588506762424e+01
4.462670892543457057e+00,4.223279165960867942e+01
5.763701823311316197e+00,3.464814688387006925e+01
7.444198534339483864e+00,2.769336129646242739e+01
9.614238257444315039e+00,2.174461355926697337e+01
1.241696920996730569e+01,1.653768161086722444e+01
1.603607942839811784e+01,1.246931974448467173e+01
2.071025599739863665e+01,8.757510474466567274e+00
2.674684948346312297e+01,5.925315104771721408e+00
