# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 758925
# D1D2.size2 = 758925
# D1R2.size1 = 758925
# D1R2.size2 = 20394281
# R1D2.size1 = 20394281
# R1D2.size2 = 758925
# R1R2.size1 = 20394281
# R1R2.size2 = 20394281
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454353425226e-01 2.407866271536e+02
4.439475303322e-01 4.461703060536e-01 2.023485732921e+02
5.733802840848e-01 5.761336851071e-01 1.493156865857e+02
7.405491138359e-01 7.440781226885e-01 1.209562074440e+02
9.564559599018e-01 9.610102831538e-01 1.150091829988e+02
1.235310374613e+00 1.241512828215e+00 1.025360000884e+02
1.595464700520e+00 1.603793761167e+00 9.100914631354e+01
2.060621899500e+00 2.071445513822e+00 7.374262852290e+01
2.661395524022e+00 2.675347504467e+00 6.343121075910e+01
3.437324497522e+00 3.455273983413e+00 5.110553588507e+01
4.439475303322e+00 4.462670892543e+00 4.223279165961e+01
5.733802840848e+00 5.763701823311e+00 3.464814688387e+01
7.405491138359e+00 7.444198534339e+00 2.769336129646e+01
9.564559599018e+00 9.614238257444e+00 2.174461355927e+01
1.235310374613e+01 1.241696920997e+01 1.653768161087e+01
1.595464700520e+01 1.603607942840e+01 1.246931974448e+01
2.060621899500e+01 2.071025599740e+01 8.757510474467e+00
2.661395524022e+01 2.674684948346e+01 5.925315104772e+00
