s_Mpch,xi0,xi2,xi4
3.210053031723565820e+00,5.409607587636886983e+00,2.402406751083162817e+00,2.815871223597507189e+00
5.128965626911355713e+00,2.831802362387968675e+00,6.835287572788314447e-01,1.195834110880132917e+00
7.092677705438508617e+00,1.680269652823349169e+00,6.208574744725468830e-02,5.256299715082348722e-01
9.071995460426363067e+00,1.096526368975827337e+00,-1.317306095920688924e-01,2.550283249400553398e-01
1.105888193327661639e+01,7.625649766957368625e-01,-1.958630922339066327e-01,1.421245150246082112e-01
1.304973733524698964e+01,5.588178690612196631e-01,-1.893665503711976783e-01,7.495284610778649159e-02
1.504291295045243260e+01,4.240750762523096684e-01,-1.830610730641536454e-01,5.947233459157917623e-02
1.703780309293824047e+01,3.295185367225269557e-01,-1.589275129498195771e-01,3.773007837741823578e-02
1.903367738018564737e+01,2.661769845967187909e-01,-1.402869032844488995e-01,2.143606717895608568e-02
2.103037837117917164e+01,2.123202231751355196e-01,-1.262564885718718832e-01,2.059857020336100172e-02
2.302766195991740972e+01,1.747475633334055201e-01,-1.066106688992971702e-01,9.244307627559631216e-03
2.502536614196197462e+01,1.426526000039161080e-01,-9.576848579389954375e-02,1.401579894222393027e-02
2.702346922233012094e+01,1.207367673454161350e-01,-8.356079782391509503e-02,7.373500516561125318e-03
2.902171708346572032e+01,1.000153132380359744e-01,-7.759848824093482089e-02,7.987261875784038012e-03
3.102022556918348428e+01,8.571242167277441648e-02,-6.976366045683027317e-02,1.154724896681141866e-02
3.301895838912606251e+01,7.341696600144839713e-02,-6.791062707356970707e-02,6.339177816212848704e-03
3.501781788851553046e+01,6.150645798921826335e-02,-6.212804321465439927e-02,9.054352317721840043e-03
3.701678102258862424e+01,5.370121001342116618e-02,-5.317852288504397451e-02,-7.444123476279612076e-04
3.901589630094853334e+01,4.672150959201452208e-02,-5.173942209206280202e-02,8.123750802722498610e-03
4.101507716672438164e+01,3.833086801054712278e-02,-5.122862957310465870e-02,5.110232072400270817e-03
4.301435088456370437e+01,3.345238168190776962e-02,-4.573868598447013850e-02,4.626577741459929685e-03
4.501371630558278980e+01,2.932458470389610189e-02,-4.379974139260753296e-02,2.912587690598859684e-03
4.701306340068332190e+01,2.529407414349091332e-02,-3.703652978019404685e-02,1.326385841456286397e-03
4.901246337298245237e+01,2.242990778565343013e-02,-3.403643897605092283e-02,-3.017755616604782211e-04
5.101195681301274476e+01,1.993341229923409341e-02,-3.078766670434242639e-02,6.516375937867965830e-04
5.301147105956928840e+01,1.739285834441544124e-02,-2.978265773404948497e-02,2.100760915301188919e-04
5.501101923004743810e+01,1.636626140642712460e-02,-2.640287003667594889e-02,-5.183903775992661743e-05
5.701055191420498858e+01,1.462800408284351331e-02,-2.532702051885474606e-02,-1.050479749192101365e-03
5.901017886521674427e+01,1.297439730796631080e-02,-2.110485894443310528e-02,1.602744545075275194e-03
