# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 763021
# D1D2.size2 = 763021
# D1R2.size1 = 763021
# D1R2.size2 = 20437314
# R1D2.size1 = 20437314
# R1D2.size2 = 763021
# R1R2.size1 = 20437314
# R1R2.size2 = 20437314
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454364459633e-01 2.419865086297e+02
4.439475303322e-01 4.461696097378e-01 2.036259708192e+02
5.733802840848e-01 5.761361843829e-01 1.501044426662e+02
7.405491138359e-01 7.440854586691e-01 1.214879299231e+02
9.564559599018e-01 9.610253529984e-01 1.141595706169e+02
1.235310374613e+00 1.241512233917e+00 1.030032606611e+02
1.595464700520e+00 1.603800290518e+00 9.079711713493e+01
2.060621899500e+00 2.071450142420e+00 7.372054796495e+01
2.661395524022e+00 2.675358913033e+00 6.336215238008e+01
3.437324497522e+00 3.455284178993e+00 5.103400526391e+01
4.439475303322e+00 4.462683787528e+00 4.217609561480e+01
5.733802840848e+00 5.763707679472e+00 3.459862491597e+01
7.405491138359e+00 7.444222472092e+00 2.762090181069e+01
9.564559599018e+00 9.614266507358e+00 2.167393697638e+01
1.235310374613e+01 1.241700958147e+01 1.650817093525e+01
1.595464700520e+01 1.603616402957e+01 1.243119341484e+01
2.060621899500e+01 2.071037843385e+01 8.729826134328e+00
2.661395524022e+01 2.674704899131e+01 5.913632930826e+00
