rp_Mpch,wp
3.454364459633131879e-01,2.419865086297129437e+02
4.461696097377900738e-01,2.036259708191623474e+02
5.761361843829287954e-01,1.501044426662076035e+02
7.440854586690544004e-01,1.214879299231423744e+02
9.610253529983955323e-01,1.141595706168570530e+02
1.241512233917318797e+00,1.030032606611129324e+02
1.603800290518335281e+00,9.079711713493423986e+01
2.071450142419963392e+00,7.372054796494536788e+01
2.675358913032654939e+00,6.336215238007659423e+01
3.455284178993140554e+00,5.103400526390698388e+01
4.462683787527790713e+00,4.217609561479791580e+01
5.763707679472187095e+00,3.459862491596518907e+01
7.444222472092450360e+00,2.762090181069086725e+01
9.614266507358234293e+00,2.167393697637921690e+01
1.241700958147158573e+01,1.650817093525454027e+01
1.603616402956865272e+01,1.243119341483595264e+01
2.071037843385258626e+01,8.729826134327817400e+00
2.674704899131227265e+01,5.913632930825848177e+00
