rp_Mpch,wp
3.454334962067630022e-01,2.417041581287416534e+02
4.461686058764203766e-01,2.027259670379478109e+02
5.761375641645537504e-01,1.496252201115924549e+02
7.440823186906636577e-01,1.213826795152013176e+02
9.610148170207392093e-01,1.140564309471196367e+02
1.241508339721727472e+00,1.026729313027719996e+02
1.603799916400509895e+00,9.085538932329563977e+01
2.071448074221966085e+00,7.365402793983540164e+01
2.675353086513249767e+00,6.317326643804098296e+01
3.455275441574989781e+00,5.105596235414624573e+01
4.462676523768933201e+00,4.213200753205482840e+01
5.763698253388674253e+00,3.457254633477096206e+01
7.444205833041086962e+00,2.762794107863479809e+01
9.614247257294552540e+00,2.161546935371095302e+01
1.241697160753066953e+01,1.643110045850250600e+01
1.603610463400249841e+01,1.237715846322587510e+01
2.071031318736935134e+01,8.701347165899978364e+00
2.674697366494329387e+01,5.869879472940308318e+00
