# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 764339
# D1D2.size2 = 764339
# D1R2.size1 = 764339
# D1R2.size2 = 20499200
# R1D2.size1 = 20499200
# R1D2.size2 = 764339
# R1R2.size1 = 20499200
# R1R2.size2 = 20499200
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454334962068e-01 2.417041581287e+02
4.439475303322e-01 4.461686058764e-01 2.027259670379e+02
5.733802840848e-01 5.761375641646e-01 1.496252201116e+02
7.405491138359e-01 7.440823186907e-01 1.213826795152e+02
9.564559599018e-01 9.610148170207e-01 1.140564309471e+02
1.235310374613e+00 1.241508339722e+00 1.026729313028e+02
1.595464700520e+00 1.603799916401e+00 9.085538932330e+01
2.060621899500e+00 2.071448074222e+00 7.365402793984e+01
2.661395524022e+00 2.675353086513e+00 6.317326643804e+01
3.437324497522e+00 3.455275441575e+00 5.105596235415e+01
4.439475303322e+00 4.462676523769e+00 4.213200753205e+01
5.733802840848e+00 5.763698253389e+00 3.457254633477e+01
7.405491138359e+00 7.444205833041e+00 2.762794107863e+01
9.564559599018e+00 9.614247257295e+00 2.161546935371e+01
1.235310374613e+01 1.241697160753e+01 1.643110045850e+01
1.595464700520e+01 1.603610463400e+01 1.237715846323e+01
2.060621899500e+01 2.071031318737e+01 8.701347165900e+00
2.661395524022e+01 2.674697366494e+01 5.869879472940e+00
