rp_Mpch,wp
3.454354393269414847e-01,2.424692274120479851e+02
4.461686006205052291e-01,2.032500765554232203e+02
5.761380275072742752e-01,1.499676418372297064e+02
7.440846062782524584e-01,1.212749426418293126e+02
9.610200845587764107e-01,1.143721405215908931e+02
1.241511149538772285e+00,1.027613495801377326e+02
1.603800570395003788e+00,9.081543497140563659e+01
2.071448437435530199e+00,7.376899743403350840e+01
2.675353231040883184e+00,6.331889905443494371e+01
3.455284930418720979e+00,5.107339808404746861e+01
4.462680444600555241e+00,4.218846015047211040e+01
5.763710242460515332e+00,3.460144080283574652e+01
7.444216229055425238e+00,2.763167027807330811e+01
9.614263372383481610e+00,2.166636142177561197e+01
1.241700574082229025e+01,1.649504371726765228e+01
1.603615980688683251e+01,1.241061699517693739e+01
2.071038245422176516e+01,8.725074595330573501e+00
2.674709230498298140e+01,5.882537925146285041e+00
