# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 761669
# D1D2.size2 = 761669
# D1R2.size1 = 761669
# D1R2.size2 = 20497005
# R1D2.size1 = 20497005
# R1D2.size2 = 761669
# R1R2.size1 = 20497005
# R1R2.size2 = 20497005
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454372042202e-01 2.391205133068e+02
4.439475303322e-01 4.461648983228e-01 2.004129558380e+02
5.733802840848e-01 5.761315411541e-01 1.484830737663e+02
7.405491138359e-01 7.440708482370e-01 1.205684211730e+02
9.564559599018e-01 9.610092633263e-01 1.141765501885e+02
1.235310374613e+00 1.241503848616e+00 1.027211782710e+02
1.595464700520e+00 1.603787761513e+00 9.089198649315e+01
2.060621899500e+00 2.071445678997e+00 7.386283250375e+01
2.661395524022e+00 2.675342340724e+00 6.322067858822e+01
3.437324497522e+00 3.455265683085e+00 5.120713940725e+01
4.439475303322e+00 4.462665033180e+00 4.212915369824e+01
5.733802840848e+00 5.763681417427e+00 3.462695239765e+01
7.405491138359e+00 7.444168428951e+00 2.757426562759e+01
9.564559599018e+00 9.614184792037e+00 2.167601082011e+01
1.235310374613e+01 1.241688294477e+01 1.650905686701e+01
1.595464700520e+01 1.603595217030e+01 1.246178359296e+01
2.060621899500e+01 2.071005388707e+01 8.739385399890e+00
2.661395524022e+01 2.674655413560e+01 5.892546898064e+00
