# DESI DR1 LRG pycorr multipoles
# s_Mpch,xi0,xi2,xi4
# mode = smu
# autocorr = True
# D1D2.size1 = 761669
# D1D2.size2 = 761669
# D1R2.size1 = 761669
# D1R2.size2 = 20497005
# R1D2.size1 = 20497005
# R1D2.size2 = 761669
# R1R2.size1 = 20497005
# R1R2.size2 = 20497005
# los_type = midpoint
# bin_type = lin
# smid             savg               corr0(s)           corr2(s)            corr4(s)
3.000000000000e+00 3.210017144470e+00 5.403589018382e+00 2.368747169509e+00  2.780075166227e+00
5.000000000000e+00 5.128886465365e+00 2.832530477604e+00 6.817663536098e-01  1.186058625172e+00
7.000000000000e+00 7.092602937797e+00 1.679219352764e+00 6.209797513565e-02  5.215177445589e-01
9.000000000000e+00 9.071942308219e+00 1.096459499052e+00 -1.329873869016e-01 2.564655662973e-01
1.100000000000e+01 1.105882931584e+01 7.629288375589e-01 -1.969281025788e-01 1.414160868354e-01
1.300000000000e+01 1.304969024729e+01 5.583441269892e-01 -1.888518407397e-01 7.433745802636e-02
1.500000000000e+01 1.504285887290e+01 4.248553420161e-01 -1.846352011338e-01 6.106289270876e-02
1.700000000000e+01 1.703776076395e+01 3.310809535780e-01 -1.595543961113e-01 3.891991657084e-02
1.900000000000e+01 1.903363849421e+01 2.668247197582e-01 -1.415226511033e-01 2.247771672717e-02
2.100000000000e+01 2.103034048895e+01 2.132126871794e-01 -1.263984688510e-01 2.180089723085e-02
2.300000000000e+01 2.302761986830e+01 1.751710429024e-01 -1.071675453892e-01 9.775021362541e-03
2.500000000000e+01 2.502532782517e+01 1.433615913855e-01 -9.579799056165e-02 1.427522955367e-02
2.700000000000e+01 2.702343069829e+01 1.210981515410e-01 -8.411086277121e-02 7.604924321632e-03
2.900000000000e+01 2.902167576574e+01 1.003541115153e-01 -7.815949622283e-02 9.098596675014e-03
3.100000000000e+01 3.102018956520e+01 8.568690780704e-02 -7.030033472422e-02 1.195747550133e-02
3.300000000000e+01 3.301892133909e+01 7.355646066260e-02 -6.856887706844e-02 7.722021107359e-03
3.500000000000e+01 3.501778954204e+01 6.160253977674e-02 -6.216769066178e-02 8.786691557480e-03
3.700000000000e+01 3.701674452806e+01 5.363001238780e-02 -5.337195073537e-02 -5.047167414903e-04
3.900000000000e+01 3.901586603576e+01 4.691677521091e-02 -5.239281925025e-02 8.473665637131e-03
4.100000000000e+01 4.101504689475e+01 3.853262416491e-02 -5.176718357891e-02 5.154259851143e-03
4.300000000000e+01 4.301431988339e+01 3.345404568268e-02 -4.549183849491e-02 5.317965145238e-03
4.500000000000e+01 4.501368128822e+01 2.948885015639e-02 -4.416661398284e-02 2.721975213443e-03
4.700000000000e+01 4.701303621935e+01 2.548589922709e-02 -3.710673160015e-02 1.750867156764e-03
4.900000000000e+01 4.901243056474e+01 2.243911291970e-02 -3.389663992472e-02 -1.539778103227e-04
5.100000000000e+01 5.101192779300e+01 1.976154945637e-02 -3.028921688383e-02 6.123518455226e-04
5.300000000000e+01 5.301144265348e+01 1.731284965999e-02 -2.973120172250e-02 1.818297490070e-04
5.500000000000e+01 5.501099047721e+01 1.609672692264e-02 -2.641659576851e-02 -6.572785101262e-04
5.700000000000e+01 5.701052154861e+01 1.441170742721e-02 -2.558015688684e-02 -1.225274820293e-03
5.900000000000e+01 5.901015084015e+01 1.277358474335e-02 -2.148401982728e-02 1.719617721935e-03
