rp_Mpch,wp
3.454386755248353147e-01,2.419300481921457617e+02
4.461665269155850044e-01,2.030853025901100750e+02
5.761369398118723062e-01,1.500642147757101839e+02
7.440839761374898886e-01,1.213205099513557315e+02
9.610232304793565605e-01,1.143219629650775886e+02
1.241513960687240958e+00,1.026972740235074610e+02
1.603798960145465191e+00,9.079735168457138172e+01
2.071449068988365116e+00,7.375033245718807962e+01
2.675355176234695875e+00,6.331016484766433905e+01
3.455282949125785930e+00,5.106789869657060876e+01
4.462682514306115067e+00,4.214738935677581821e+01
5.763708651503042013e+00,3.461310976374902282e+01
7.444215439922583499e+00,2.762278942187240105e+01
9.614263202877385339e+00,2.168201387890364629e+01
1.241700719275620379e+01,1.650086689734040490e+01
1.603616053995103030e+01,1.241131675747074858e+01
2.071038028995319635e+01,8.732511189286189079e+00
2.674708444183144351e+01,5.898916539633150435e+00
