# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 767869
# D1D2.size2 = 767869
# D1R2.size1 = 767869
# D1R2.size2 = 20570521
# R1D2.size1 = 20570521
# R1D2.size2 = 767869
# R1R2.size1 = 20570521
# R1R2.size2 = 20570521
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454386755248e-01 2.419300481921e+02
4.439475303322e-01 4.461665269156e-01 2.030853025901e+02
5.733802840848e-01 5.761369398119e-01 1.500642147757e+02
7.405491138359e-01 7.440839761375e-01 1.213205099514e+02
9.564559599018e-01 9.610232304794e-01 1.143219629651e+02
1.235310374613e+00 1.241513960687e+00 1.026972740235e+02
1.595464700520e+00 1.603798960145e+00 9.079735168457e+01
2.060621899500e+00 2.071449068988e+00 7.375033245719e+01
2.661395524022e+00 2.675355176235e+00 6.331016484766e+01
3.437324497522e+00 3.455282949126e+00 5.106789869657e+01
4.439475303322e+00 4.462682514306e+00 4.214738935678e+01
5.733802840848e+00 5.763708651503e+00 3.461310976375e+01
7.405491138359e+00 7.444215439923e+00 2.762278942187e+01
9.564559599018e+00 9.614263202877e+00 2.168201387890e+01
1.235310374613e+01 1.241700719276e+01 1.650086689734e+01
1.595464700520e+01 1.603616053995e+01 1.241131675747e+01
2.060621899500e+01 2.071038028995e+01 8.732511189286e+00
2.661395524022e+01 2.674708444183e+01 5.898916539633e+00
