# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 763190
# D1D2.size2 = 763190
# D1R2.size1 = 763190
# D1R2.size2 = 20473552
# R1D2.size1 = 20473552
# R1D2.size2 = 763190
# R1R2.size1 = 20473552
# R1R2.size2 = 20473552
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454334413281e-01 2.408192277037e+02
4.439475303322e-01 4.461685937860e-01 2.028344209913e+02
5.733802840848e-01 5.761336220400e-01 1.495172199218e+02
7.405491138359e-01 7.440820662137e-01 1.206101667846e+02
9.564559599018e-01 9.610173927367e-01 1.141164858553e+02
1.235310374613e+00 1.241506277126e+00 1.030223889123e+02
1.595464700520e+00 1.603795904254e+00 9.091884194093e+01
2.060621899500e+00 2.071446083160e+00 7.378429111828e+01
2.661395524022e+00 2.675347541527e+00 6.340271726119e+01
3.437324497522e+00 3.455278340238e+00 5.103947609707e+01
4.439475303322e+00 4.462672356737e+00 4.216524346315e+01
5.733802840848e+00 5.763699623834e+00 3.460221196298e+01
7.405491138359e+00 7.444202009152e+00 2.760993684049e+01
9.564559599018e+00 9.614242913419e+00 2.164878192583e+01
1.235310374613e+01 1.241696497297e+01 1.648818789846e+01
1.595464700520e+01 1.603609775123e+01 1.241190615010e+01
2.060621899500e+01 2.071029597971e+01 8.729824290644e+00
2.661395524022e+01 2.674695695006e+01 5.874157470988e+00
