s_Mpch,xi0,xi2,xi4
3.209991110773406930e+00,5.405725288152751773e+00,2.384304000608332696e+00,2.794554199960014529e+00
5.128908406371779805e+00,2.832313913382350279e+00,6.875612839954110544e-01,1.196347384745848119e+00
7.092661378579551368e+00,1.679742808531815346e+00,6.272217277709797589e-02,5.271190724875315370e-01
9.071980419895137260e+00,1.095596533027722641e+00,-1.303312467072949010e-01,2.549409769507986478e-01
1.105885863393651647e+01,7.623133949208413807e-01,-1.946979674948431938e-01,1.431183135871596512e-01
1.304973246941097287e+01,5.587979270617156047e-01,-1.875727570866485283e-01,7.564212508810433389e-02
1.504289389537154165e+01,4.236666524340965134e-01,-1.834205869502427699e-01,5.952428716960263266e-02
1.703779353802639918e+01,3.298408785619678651e-01,-1.574810122774190357e-01,3.865186969580412801e-02
1.903365898172264892e+01,2.661490923977141154e-01,-1.406974083896524175e-01,2.191808387246004311e-02
2.103036451390089567e+01,2.125501303433486866e-01,-1.258908265256951653e-01,2.115979426436201752e-02
2.302764790321557697e+01,1.750240986119925846e-01,-1.064622209380947371e-01,8.899984157094753545e-03
2.502535665426724520e+01,1.428180960384019815e-01,-9.536749699128643787e-02,1.345634341334621051e-02
2.702345579329215752e+01,1.210405969851987701e-01,-8.305030943647793984e-02,6.587707098479223845e-03
2.902170551678276311e+01,1.000261642948402085e-01,-7.655248704130203363e-02,8.395579143575783443e-03
3.102022129667722794e+01,8.565854886962287473e-02,-6.912255785510203199e-02,1.180330985293588653e-02
3.301895036018731133e+01,7.327606993323018680e-02,-6.731060001402272563e-02,6.341046903651910600e-03
3.501781447103803657e+01,6.149628573813522431e-02,-6.126139607429127720e-02,8.717013686499679170e-03
3.701677495782897864e+01,5.345611043481005020e-02,-5.274192224623709679e-02,-9.508170016020037543e-04
3.901589223002215334e+01,4.672947299594075454e-02,-5.182031391493806954e-02,7.595257259787412292e-03
4.101506867732350514e+01,3.800083125152700636e-02,-5.128779432563237983e-02,4.591131985410345367e-03
4.301434504848310070e+01,3.319045633775970228e-02,-4.592292618679588018e-02,4.205687799044061440e-03
4.501371064802097521e+01,2.902941556241639756e-02,-4.425200722386997410e-02,2.193130595120973501e-03
4.701305754667499315e+01,2.495543206998725866e-02,-3.707958052256975223e-02,7.577297224477770122e-04
4.901245517043173550e+01,2.229035620726482064e-02,-3.380874438236090851e-02,-9.925486847153261027e-04
5.101195384546569755e+01,1.956499194138677095e-02,-3.042808731871241013e-02,4.484016563652422870e-05
5.301146652967434392e+01,1.708345767305181895e-02,-2.959341986354852017e-02,-1.248520922476000243e-04
5.501101402844044230e+01,1.622641597000465397e-02,-2.644115775703093779e-02,-3.998987010646906605e-04
5.701054413439326396e+01,1.449513233363358689e-02,-2.561713703337980402e-02,-1.129072363984579951e-03
5.901017322099622930e+01,1.286521120516294185e-02,-2.131266212238914354e-02,1.171066525448987610e-03
