# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 758691
# D1D2.size2 = 758691
# D1R2.size1 = 758691
# D1R2.size2 = 20338447
# R1D2.size1 = 20338447
# R1D2.size2 = 758691
# R1R2.size1 = 20338447
# R1R2.size2 = 20338447
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454314534339e-01 2.409861162788e+02
4.439475303322e-01 4.461645503002e-01 2.030539680956e+02
5.733802840848e-01 5.761347199849e-01 1.501013039207e+02
7.405491138359e-01 7.440794332938e-01 1.210580305062e+02
9.564559599018e-01 9.610138955331e-01 1.145139548728e+02
1.235310374613e+00 1.241505662312e+00 1.026578821478e+02
1.595464700520e+00 1.603795438853e+00 9.082806545303e+01
2.060621899500e+00 2.071447197427e+00 7.387370182214e+01
2.661395524022e+00 2.675349674113e+00 6.342085150659e+01
3.437324497522e+00 3.455283244543e+00 5.103621336532e+01
4.439475303322e+00 4.462678030046e+00 4.222156760237e+01
5.733802840848e+00 5.763701318838e+00 3.462537964684e+01
7.405491138359e+00 7.444206388335e+00 2.762265918709e+01
9.564559599018e+00 9.614254597915e+00 2.168484254666e+01
1.235310374613e+01 1.241698069170e+01 1.648605089127e+01
1.595464700520e+01 1.603611815998e+01 1.239013633825e+01
2.060621899500e+01 2.071033425181e+01 8.736251508051e+00
2.661395524022e+01 2.674702796279e+01 5.877596137196e+00
