rp_Mpch,wp
3.454373642664527178e-01,2.421166881593363200e+02
4.461656093165723980e-01,2.030162969184129622e+02
5.761350858937178687e-01,1.502245307494636677e+02
7.440831762227441137e-01,1.213657359154421727e+02
9.610204792489079884e-01,1.143481122258430958e+02
1.241508864470831419e+00,1.030306105573360753e+02
1.603797150914180181e+00,9.095467766616459926e+01
2.071449690394634224e+00,7.363309863697273272e+01
2.675355870597311725e+00,6.333159479483660448e+01
3.455282892247433235e+00,5.111220657522803634e+01
4.462680277158390219e+00,4.222632932107103443e+01
5.763711888687504725e+00,3.461200464287381351e+01
7.444214209114654146e+00,2.763811023328075578e+01
9.614255721840928359e+00,2.166754347829990124e+01
1.241699607398216898e+01,1.649257708191805705e+01
1.603614328685498336e+01,1.241342586361448852e+01
2.071035795389675016e+01,8.719045551546358297e+00
2.674701741081571527e+01,5.891003349594699401e+00
