# DESI DR1 LRG pycorr multipoles
# s_Mpch,xi0,xi2,xi4
# mode = smu
# autocorr = True
# D1D2.size1 = 766428
# D1D2.size2 = 766428
# D1R2.size1 = 766428
# D1R2.size2 = 20547460
# R1D2.size1 = 20547460
# R1D2.size2 = 766428
# R1R2.size1 = 20547460
# R1R2.size2 = 20547460
# los_type = midpoint
# bin_type = lin
# smid             savg               corr0(s)           corr2(s)            corr4(s)
3.000000000000e+00 3.210044482138e+00 5.405832288376e+00 2.401189003369e+00  2.812780130220e+00
5.000000000000e+00 5.128952895063e+00 2.831428691684e+00 6.832297380508e-01  1.191382888944e+00
7.000000000000e+00 7.092665883440e+00 1.679196940106e+00 6.144831661948e-02  5.289153036038e-01
9.000000000000e+00 9.071996047001e+00 1.095219643099e+00 -1.305442244478e-01 2.561809012629e-01
1.100000000000e+01 1.105887074144e+01 7.619740976124e-01 -1.931117948283e-01 1.419598068802e-01
1.300000000000e+01 1.304973611481e+01 5.583038302002e-01 -1.872507816543e-01 7.398114261647e-02
1.500000000000e+01 1.504290609436e+01 4.234675503505e-01 -1.813891488457e-01 5.993749913091e-02
1.700000000000e+01 1.703780168373e+01 3.295064283765e-01 -1.574588130391e-01 3.892004338202e-02
1.900000000000e+01 1.903367169819e+01 2.658604376850e-01 -1.402382776500e-01 2.165197939272e-02
2.100000000000e+01 2.103037552543e+01 2.120816569850e-01 -1.249757083646e-01 2.154471715854e-02
2.300000000000e+01 2.302766178673e+01 1.742783815661e-01 -1.061345059813e-01 8.786690345097e-03
2.500000000000e+01 2.502536165961e+01 1.425984322682e-01 -9.502403991559e-02 1.362318136698e-02
2.700000000000e+01 2.702346383552e+01 1.205852406656e-01 -8.309223962830e-02 7.461530988739e-03
2.900000000000e+01 2.902171198808e+01 9.978411075405e-02 -7.667227790638e-02 8.262374510316e-03
3.100000000000e+01 3.102022225612e+01 8.549129932046e-02 -6.908254872270e-02 1.165853967076e-02
3.300000000000e+01 3.301895639617e+01 7.311705338870e-02 -6.704141324461e-02 6.491206645349e-03
3.500000000000e+01 3.501781927988e+01 6.128838082324e-02 -6.150457581753e-02 8.504888489205e-03
3.700000000000e+01 3.701677756940e+01 5.349539649990e-02 -5.290488532958e-02 -8.618656522976e-04
3.900000000000e+01 3.901589421261e+01 4.681488450758e-02 -5.162710770914e-02 8.111415104128e-03
4.100000000000e+01 4.101507179338e+01 3.818097473292e-02 -5.136540665905e-02 4.719600069158e-03
4.300000000000e+01 4.301434848380e+01 3.329428753301e-02 -4.538526097602e-02 4.415934741309e-03
4.500000000000e+01 4.501371552252e+01 2.921204802701e-02 -4.358721023386e-02 2.052655037278e-03
4.700000000000e+01 4.701306443796e+01 2.513617818848e-02 -3.659383123681e-02 1.197598026343e-03
4.900000000000e+01 4.901246249885e+01 2.229870055256e-02 -3.367546282680e-02 -6.687734628391e-04
5.100000000000e+01 5.101195669865e+01 1.981148849739e-02 -3.019903741602e-02 2.262148032102e-04
5.300000000000e+01 5.301146984779e+01 1.722991355826e-02 -2.940603733662e-02 2.880907397099e-04
5.500000000000e+01 5.501102012656e+01 1.618202516203e-02 -2.607284410301e-02 -2.420006211523e-04
5.700000000000e+01 5.701055087547e+01 1.457376295833e-02 -2.535780761966e-02 -9.698339545356e-04
5.900000000000e+01 5.901017814703e+01 1.284025665613e-02 -2.096363433284e-02 1.469428101948e-03
