index,component,statistic,ell,r,model_value
0,wp,wp,-1,0.5761356451482574,253.6016939370495
1,wp,wp,-1,0.7440818690302262,205.62956332215592
2,wp,wp,-1,0.9610170497889371,147.33357420461962
3,wp,wp,-1,1.2415081573690936,114.9099000096103
4,wp,wp,-1,1.6037983331351233,90.85304119913515
5,wp,wp,-1,2.0714477629787083,77.17319152202158
6,wp,wp,-1,2.6753529170231105,63.99827349785676
7,wp,wp,-1,3.4552810127626836,53.45756130989237
8,wp,wp,-1,4.462678487403257,44.98144174042815
9,wp,wp,-1,5.763705166875068,34.32805867584883
10,wp,wp,-1,7.444209778763199,28.716859844411417
11,wp,wp,-1,9.614254566531134,21.998439992841007
12,wp,wp,-1,12.416991298325703,16.328973555303243
13,wp,wp,-1,16.03613754282894,12.240261184906489
14,wp,wp,-1,20.710355722655805,8.588202395573406
15,wp,wp,-1,26.747045170628947,5.718778613357678
16,xi0,xi,0,5.12893551095799,2.275568149682636
17,xi0,xi,0,7.0926598262423175,1.7888622903462494
18,xi0,xi,0,9.071987614253018,1.148334668148965
19,xi0,xi,0,11.058870735916955,0.7870415503710533
20,xi0,xi,0,13.049734911079584,0.5733462103989955
21,xi0,xi,0,15.042904687805345,0.42953219654762764
22,xi0,xi,0,17.03780085357808,0.33202572480184767
23,xi0,xi,0,19.033667808465324,0.267408599402972
24,xi0,xi,0,21.03037630419934,0.21618105267984436
25,xi0,xi,0,23.02766068469553,0.1733344240955009
26,xi0,xi,0,25.025364151653893,0.14451453666094946
27,xi0,xi,0,27.023466169403456,0.12076599529928998
28,xi0,xi,0,29.021712950323614,0.10310373533293267
29,xi0,xi,0,31.02022550732897,0.08992112740343405
30,xi0,xi,0,33.01895795649731,0.07272587969872266
31,xi0,xi,0,35.01782041255468,0.06159283426864265
32,xi0,xi,0,37.01678068081689,0.05226871252042789
33,xi0,xi,0,39.015897648740854,0.04428152935838096
34,xi0,xi,0,41.0150764997134,0.03618382318540562
35,xi0,xi,0,43.01435207730657,0.029683000254043204
36,xi0,xi,0,45.013717374563356,0.0249700638766529
37,xi0,xi,0,47.01306629374365,0.017845981977737055
38,xi0,xi,0,49.012464825600574,0.013303250710860902
39,xi0,xi,0,51.01196018043999,0.010088516837517192
40,xi0,xi,0,53.01147261081704,0.011131524435957853
41,xi0,xi,0,55.01102142125616,0.009260882751727888
42,xi0,xi,0,57.010554451772435,0.005967948905906177
43,xi0,xi,0,59.01018095383947,0.005708168332890951
44,xi2,xi,2,5.12893551095799,-0.1412586172134938
45,xi2,xi,2,7.0926598262423175,-0.2725610618331671
46,xi2,xi,2,9.071987614253018,-0.3428809618886553
47,xi2,xi,2,11.058870735916955,-0.30149408485604867
48,xi2,xi,2,13.049734911079584,-0.2762341530521993
49,xi2,xi,2,15.042904687805345,-0.24144296197087153
50,xi2,xi,2,17.03780085357808,-0.1879257303652298
51,xi2,xi,2,19.033667808465324,-0.1496793002084591
52,xi2,xi,2,21.03037630419934,-0.13005744669179561
53,xi2,xi,2,23.02766068469553,-0.11296418404071036
54,xi2,xi,2,25.025364151653893,-0.08987278968747699
55,xi2,xi,2,27.023466169403456,-0.07196496864826604
56,xi2,xi,2,29.021712950323614,-0.06564570157129304
57,xi2,xi,2,31.02022550732897,-0.06659404036749371
58,xi2,xi,2,33.01895795649731,-0.05644463942872544
59,xi2,xi,2,35.01782041255468,-0.048383384021835826
60,xi2,xi,2,37.01678068081689,-0.04210645430755398
61,xi2,xi,2,39.015897648740854,-0.0456325703409587
62,xi2,xi,2,41.0150764997134,-0.04551628280267469
63,xi2,xi,2,43.01435207730657,-0.04851344380778235
64,xi2,xi,2,45.013717374563356,-0.044825101139548726
65,xi2,xi,2,47.01306629374365,-0.03993785918601572
66,xi2,xi,2,49.012464825600574,-0.032666047419103644
67,xi2,xi,2,51.01196018043999,-0.023567274860959317
68,xi2,xi,2,53.01147261081704,-0.01985726596671324
69,xi2,xi,2,55.01102142125616,-0.019422284793128946
70,xi2,xi,2,57.010554451772435,-0.014598012703283628
71,xi2,xi,2,59.01018095383947,-0.013807149187305386
