index,component,statistic,ell,r,model_value
0,wp,wp,-1,0.5761356451482574,253.60477213128942
1,wp,wp,-1,0.7440818690302262,205.6948339281528
2,wp,wp,-1,0.9610170497889371,147.40634835720246
3,wp,wp,-1,1.2415081573690936,114.8897725805249
4,wp,wp,-1,1.6037983331351233,90.89562555412834
5,wp,wp,-1,2.0714477629787083,77.22905029617137
6,wp,wp,-1,2.6753529170231105,64.00332515004798
7,wp,wp,-1,3.4552810127626836,53.46378880242208
8,wp,wp,-1,4.462678487403257,44.99053711039402
9,wp,wp,-1,5.763705166875068,34.304872934075036
10,wp,wp,-1,7.444209778763199,28.72547697866727
11,wp,wp,-1,9.614254566531134,21.998973390800792
12,wp,wp,-1,12.416991298325703,16.340231836197837
13,wp,wp,-1,16.03613754282894,12.249127943762185
14,wp,wp,-1,20.710355722655805,8.595781329499337
15,wp,wp,-1,26.747045170628947,5.715729190628522
16,xi0,xi,0,5.12893551095799,2.3238485071893034
17,xi0,xi,0,7.0926598262423175,1.8243135064737706
18,xi0,xi,0,9.071987614253018,1.16530259428789
19,xi0,xi,0,11.058870735916955,0.7937467362493126
20,xi0,xi,0,13.049734911079584,0.5748586384211307
21,xi0,xi,0,15.042904687805345,0.4281614527661482
22,xi0,xi,0,17.03780085357808,0.3290069249535612
23,xi0,xi,0,19.033667808465324,0.2643650252386561
24,xi0,xi,0,21.03037630419934,0.21446855708013604
25,xi0,xi,0,23.02766068469553,0.17254427228645727
26,xi0,xi,0,25.025364151653893,0.14347201602840393
27,xi0,xi,0,27.023466169403456,0.11998848895278495
28,xi0,xi,0,29.021712950323614,0.10268652444557023
29,xi0,xi,0,31.02022550732897,0.0896941215917272
30,xi0,xi,0,33.01895795649731,0.07240096183932909
31,xi0,xi,0,35.01782041255468,0.061391207425147844
32,xi0,xi,0,37.01678068081689,0.05248125119343399
33,xi0,xi,0,39.015897648740854,0.04455966044454008
34,xi0,xi,0,41.0150764997134,0.036579458051371264
35,xi0,xi,0,43.01435207730657,0.029371473057891395
36,xi0,xi,0,45.013717374563356,0.024586993161196866
37,xi0,xi,0,47.01306629374365,0.017809646299139587
38,xi0,xi,0,49.012464825600574,0.013111442967429356
39,xi0,xi,0,51.01196018043999,0.010164769968562613
40,xi0,xi,0,53.01147261081704,0.010898402614444809
41,xi0,xi,0,55.01102142125616,0.009346563930895835
42,xi0,xi,0,57.010554451772435,0.005657936933334886
43,xi0,xi,0,59.01018095383947,0.005792189960498637
44,xi2,xi,2,5.12893551095799,-0.07838964471327195
45,xi2,xi,2,7.0926598262423175,-0.24475545424426962
46,xi2,xi,2,9.071987614253018,-0.35079865001552696
47,xi2,xi,2,11.058870735916955,-0.3148366385281008
48,xi2,xi,2,13.049734911079584,-0.2951317799690416
49,xi2,xi,2,15.042904687805345,-0.2631241121651274
50,xi2,xi,2,17.03780085357808,-0.2075655132545169
51,xi2,xi,2,19.033667808465324,-0.1674001114500509
52,xi2,xi,2,21.03037630419934,-0.14238179811298785
53,xi2,xi,2,23.02766068469553,-0.1205128346152867
54,xi2,xi,2,25.025364151653893,-0.09500655875926653
55,xi2,xi,2,27.023466169403456,-0.07569394869110499
56,xi2,xi,2,29.021712950323614,-0.06849413749881202
57,xi2,xi,2,31.02022550732897,-0.06860168826187434
58,xi2,xi,2,33.01895795649731,-0.057459071694575294
59,xi2,xi,2,35.01782041255468,-0.04932867690792047
60,xi2,xi,2,37.01678068081689,-0.042296467471575075
61,xi2,xi,2,39.015897648740854,-0.046545351524262604
62,xi2,xi,2,41.0150764997134,-0.045043100723346004
63,xi2,xi,2,43.01435207730657,-0.04886481544668012
64,xi2,xi,2,45.013717374563356,-0.046241145056565236
65,xi2,xi,2,47.01306629374365,-0.040429737435335164
66,xi2,xi,2,49.012464825600574,-0.032897955411751265
67,xi2,xi,2,51.01196018043999,-0.02386535753744762
68,xi2,xi,2,53.01147261081704,-0.01995065457678491
69,xi2,xi,2,55.01102142125616,-0.019510456850919025
70,xi2,xi,2,57.010554451772435,-0.014394385837772845
71,xi2,xi,2,59.01018095383947,-0.013659494906391706
