index,component,statistic,ell,r,model_value
0,wp,wp,-1,0.5761356451482574,293.10568664656194
1,wp,wp,-1,0.7440818690302262,230.00419576009045
2,wp,wp,-1,0.9610170497889371,162.09305907017173
3,wp,wp,-1,1.2415081573690936,120.77462058537041
4,wp,wp,-1,1.6037983331351233,94.52117126196859
5,wp,wp,-1,2.0714477629787083,79.28467339046648
6,wp,wp,-1,2.6753529170231105,65.74077387089744
7,wp,wp,-1,3.4552810127626836,54.594066007669625
8,wp,wp,-1,4.462678487403257,45.48203966585648
9,wp,wp,-1,5.763705166875068,35.36210526085153
10,wp,wp,-1,7.444209778763199,29.30203700013705
11,wp,wp,-1,9.614254566531134,22.501079800013
12,wp,wp,-1,12.416991298325703,16.772923863439775
13,wp,wp,-1,16.03613754282894,12.432711084390865
14,wp,wp,-1,20.710355722655805,8.61845352313773
15,wp,wp,-1,26.747045170628947,5.765919689318224
16,xi0,xi,0,5.12893551095799,2.341826587681918
17,xi0,xi,0,7.0926598262423175,1.846532663815058
18,xi0,xi,0,9.071987614253018,1.1870792426893828
19,xi0,xi,0,11.058870735916955,0.8120735059969622
20,xi0,xi,0,13.049734911079584,0.5910374483597598
21,xi0,xi,0,15.042904687805345,0.44262273512902933
22,xi0,xi,0,17.03780085357808,0.34088028695212785
23,xi0,xi,0,19.033667808465324,0.272894887930867
24,xi0,xi,0,21.03037630419934,0.2195670096152879
25,xi0,xi,0,23.02766068469553,0.17579031452292732
26,xi0,xi,0,25.025364151653893,0.14712137207931714
27,xi0,xi,0,27.023466169403456,0.12307827574808153
28,xi0,xi,0,29.021712950323614,0.10500651617214589
29,xi0,xi,0,31.02022550732897,0.09168715470365942
30,xi0,xi,0,33.01895795649731,0.0742764669068887
31,xi0,xi,0,35.01782041255468,0.06324335809884178
32,xi0,xi,0,37.01678068081689,0.05344450502534263
33,xi0,xi,0,39.015897648740854,0.04518702909474555
34,xi0,xi,0,41.0150764997134,0.036740451132663374
35,xi0,xi,0,43.01435207730657,0.029670192917161924
36,xi0,xi,0,45.013717374563356,0.024502045573517185
37,xi0,xi,0,47.01306629374365,0.017712790496403997
38,xi0,xi,0,49.012464825600574,0.012335146143824055
39,xi0,xi,0,51.01196018043999,0.009668941676889151
40,xi0,xi,0,53.01147261081704,0.010175397622326058
41,xi0,xi,0,55.01102142125616,0.008525466013674415
42,xi0,xi,0,57.010554451772435,0.0050120412365457214
43,xi0,xi,0,59.01018095383947,0.005715563095117605
44,xi2,xi,2,5.12893551095799,0.016219764255153344
45,xi2,xi,2,7.0926598262423175,-0.1400842219707901
46,xi2,xi,2,9.071987614253018,-0.26636499381232914
47,xi2,xi,2,11.058870735916955,-0.25722643822748026
48,xi2,xi,2,13.049734911079584,-0.2532476238530585
49,xi2,xi,2,15.042904687805345,-0.23324682578159442
50,xi2,xi,2,17.03780085357808,-0.18506202292763896
51,xi2,xi,2,19.033667808465324,-0.1515282492288425
52,xi2,xi,2,21.03037630419934,-0.1289552063833116
53,xi2,xi,2,23.02766068469553,-0.11100824883348363
54,xi2,xi,2,25.025364151653893,-0.08954724456498561
55,xi2,xi,2,27.023466169403456,-0.0718847597537809
56,xi2,xi,2,29.021712950323614,-0.0656601962779384
57,xi2,xi,2,31.02022550732897,-0.0642999024316657
58,xi2,xi,2,33.01895795649731,-0.054141370137854014
59,xi2,xi,2,35.01782041255468,-0.04785706643100798
60,xi2,xi,2,37.01678068081689,-0.04272749457572452
61,xi2,xi,2,39.015897648740854,-0.046104706637596735
62,xi2,xi,2,41.0150764997134,-0.04605740003641717
63,xi2,xi,2,43.01435207730657,-0.048170233371446755
64,xi2,xi,2,45.013717374563356,-0.04492932264673961
65,xi2,xi,2,47.01306629374365,-0.04032987778822474
66,xi2,xi,2,49.012464825600574,-0.0347187402775081
67,xi2,xi,2,51.01196018043999,-0.02461500697124166
68,xi2,xi,2,53.01147261081704,-0.021240323179045745
69,xi2,xi,2,55.01102142125616,-0.020182492053969877
70,xi2,xi,2,57.010554451772435,-0.015444464994178236
71,xi2,xi,2,59.01018095383947,-0.014075743655496905
