index,component,statistic,ell,r,model_value
0,wp,wp,-1,0.5761356451482574,293.2115046963551
1,wp,wp,-1,0.7440818690302262,230.0676331738935
2,wp,wp,-1,0.9610170497889371,162.12999333295244
3,wp,wp,-1,1.2415081573690936,120.77595129941042
4,wp,wp,-1,1.6037983331351233,94.5513081238426
5,wp,wp,-1,2.0714477629787083,79.35473385092521
6,wp,wp,-1,2.6753529170231105,65.71291155694865
7,wp,wp,-1,3.4552810127626836,54.60860466606534
8,wp,wp,-1,4.462678487403257,45.48645919566054
9,wp,wp,-1,5.763705166875068,35.34767043347486
10,wp,wp,-1,7.444209778763199,29.30053183513803
11,wp,wp,-1,9.614254566531134,22.495761543227225
12,wp,wp,-1,12.416991298325703,16.77755721114646
13,wp,wp,-1,16.03613754282894,12.436961365539672
14,wp,wp,-1,20.710355722655805,8.618278695087486
15,wp,wp,-1,26.747045170628947,5.760370739761882
16,xi0,xi,0,5.12893551095799,2.385533016582691
17,xi0,xi,0,7.0926598262423175,1.8739477594041474
18,xi0,xi,0,9.071987614253018,1.197585317362517
19,xi0,xi,0,11.058870735916955,0.8150622751383811
20,xi0,xi,0,13.049734911079584,0.5903379565683184
21,xi0,xi,0,15.042904687805345,0.4399525529903293
22,xi0,xi,0,17.03780085357808,0.33810734303209045
23,xi0,xi,0,19.033667808465324,0.27071645492632557
24,xi0,xi,0,21.03037630419934,0.21826517326775358
25,xi0,xi,0,23.02766068469553,0.17550505753265527
26,xi0,xi,0,25.025364151653893,0.14658890073653058
27,xi0,xi,0,27.023466169403456,0.12266929627006584
28,xi0,xi,0,29.021712950323614,0.10472415342601063
29,xi0,xi,0,31.02022550732897,0.0915329881839983
30,xi0,xi,0,33.01895795649731,0.07429934267772904
31,xi0,xi,0,35.01782041255468,0.0630374514088665
32,xi0,xi,0,37.01678068081689,0.05387936872033561
33,xi0,xi,0,39.015897648740854,0.04526672550848724
34,xi0,xi,0,41.0150764997134,0.037008378649279534
35,xi0,xi,0,43.01435207730657,0.029319155863827683
36,xi0,xi,0,45.013717374563356,0.02430892385962871
37,xi0,xi,0,47.01306629374365,0.01737977871262189
38,xi0,xi,0,49.012464825600574,0.012270913505743369
39,xi0,xi,0,51.01196018043999,0.009717381513986299
40,xi0,xi,0,53.01147261081704,0.010248265933429297
41,xi0,xi,0,55.01102142125616,0.008433354653115536
42,xi0,xi,0,57.010554451772435,0.004929928734611674
43,xi0,xi,0,59.01018095383947,0.005613576838186735
44,xi2,xi,2,5.12893551095799,0.0954481022386039
45,xi2,xi,2,7.0926598262423175,-0.11660814353815396
46,xi2,xi,2,9.071987614253018,-0.2793934910531666
47,xi2,xi,2,11.058870735916955,-0.27376739561042857
48,xi2,xi,2,13.049734911079584,-0.27479323479264844
49,xi2,xi,2,15.042904687805345,-0.2539485003946366
50,xi2,xi,2,17.03780085357808,-0.20222956203104198
51,xi2,xi,2,19.033667808465324,-0.16254170774294066
52,xi2,xi,2,21.03037630419934,-0.13726762393742115
53,xi2,xi,2,23.02766068469553,-0.11557129324842419
54,xi2,xi,2,25.025364151653893,-0.0918981254513069
55,xi2,xi,2,27.023466169403456,-0.07399044779062157
56,xi2,xi,2,29.021712950323614,-0.06736277711559382
57,xi2,xi,2,31.02022550732897,-0.06555928595749098
58,xi2,xi,2,33.01895795649731,-0.0552161636370273
59,xi2,xi,2,35.01782041255468,-0.04873378325387291
60,xi2,xi,2,37.01678068081689,-0.04185959725702232
61,xi2,xi,2,39.015897648740854,-0.04681434719763386
62,xi2,xi,2,41.0150764997134,-0.04556809183556361
63,xi2,xi,2,43.01435207730657,-0.04765051861166139
64,xi2,xi,2,45.013717374563356,-0.04616299923189189
65,xi2,xi,2,47.01306629374365,-0.04114660385892039
66,xi2,xi,2,49.012464825600574,-0.034470932426777644
67,xi2,xi,2,51.01196018043999,-0.024703353109316154
68,xi2,xi,2,53.01147261081704,-0.02194085232763949
69,xi2,xi,2,55.01102142125616,-0.020144303506554367
70,xi2,xi,2,57.010554451772435,-0.014876897859435297
71,xi2,xi,2,59.01018095383947,-0.014279329650739636
