index,component,statistic,ell,r,model_value
0,wp,wp,-1,0.5761356451482574,214.15618691809556
1,wp,wp,-1,0.7440818690302262,182.42541109479717
2,wp,wp,-1,0.9610170497889371,132.55001313353785
3,wp,wp,-1,1.2415081573690936,108.57975385529086
4,wp,wp,-1,1.6037983331351233,87.6408915481076
5,wp,wp,-1,2.0714477629787083,75.71907125851986
6,wp,wp,-1,2.6753529170231105,62.848187083224985
7,wp,wp,-1,3.4552810127626836,52.42246161980157
8,wp,wp,-1,4.462678487403257,43.96689443871209
9,wp,wp,-1,5.763705166875068,33.83681240920423
10,wp,wp,-1,7.444209778763199,28.114761938452215
11,wp,wp,-1,9.614254566531134,21.704668620868524
12,wp,wp,-1,12.416991298325703,15.957313434953402
13,wp,wp,-1,16.03613754282894,11.99711097935886
14,wp,wp,-1,20.710355722655805,8.476620578150232
15,wp,wp,-1,26.747045170628947,5.694083288305194
16,xi0,xi,0,5.12893551095799,2.2421530601451263
17,xi0,xi,0,7.0926598262423175,1.7584827780348713
18,xi0,xi,0,9.071987614253018,1.1238884709073453
19,xi0,xi,0,11.058870735916955,0.7659893736327377
20,xi0,xi,0,13.049734911079584,0.5562067006553434
21,xi0,xi,0,15.042904687805345,0.4176834533279683
22,xi0,xi,0,17.03780085357808,0.3231960510305448
23,xi0,xi,0,19.033667808465324,0.26021479355373933
24,xi0,xi,0,21.03037630419934,0.2114294185248272
25,xi0,xi,0,23.02766068469553,0.17089153095407505
26,xi0,xi,0,25.025364151653893,0.14191474369889726
27,xi0,xi,0,27.023466169403456,0.11915368300201927
28,xi0,xi,0,29.021712950323614,0.10225244555186391
29,xi0,xi,0,31.02022550732897,0.08886620466611517
30,xi0,xi,0,33.01895795649731,0.07193685317399463
31,xi0,xi,0,35.01782041255468,0.06059180983999819
32,xi0,xi,0,37.01678068081689,0.05207602527919408
33,xi0,xi,0,39.015897648740854,0.04382818759964275
34,xi0,xi,0,41.0150764997134,0.03588039716254936
35,xi0,xi,0,43.01435207730657,0.029842969122842115
36,xi0,xi,0,45.013717374563356,0.025211414196457546
37,xi0,xi,0,47.01306629374365,0.018405579838623915
38,xi0,xi,0,49.012464825600574,0.014244012536139272
39,xi0,xi,0,51.01196018043999,0.01130195138817237
40,xi0,xi,0,53.01147261081704,0.01208026039751621
41,xi0,xi,0,55.01102142125616,0.01039442024808804
42,xi0,xi,0,57.010554451772435,0.006656632936828943
43,xi0,xi,0,59.01018095383947,0.006479552530809468
44,xi2,xi,2,5.12893551095799,-0.27109010876947115
45,xi2,xi,2,7.0926598262423175,-0.37666954432555666
46,xi2,xi,2,9.071987614253018,-0.41038839537804267
47,xi2,xi,2,11.058870735916955,-0.34222504063395653
48,xi2,xi,2,13.049734911079584,-0.30254246665974405
49,xi2,xi,2,15.042904687805345,-0.26003055903516176
50,xi2,xi,2,17.03780085357808,-0.20290687354967257
51,xi2,xi,2,19.033667808465324,-0.1596100347920887
52,xi2,xi,2,21.03037630419934,-0.13605705059397646
53,xi2,xi,2,23.02766068469553,-0.11704173459844613
54,xi2,xi,2,25.025364151653893,-0.09201422599177048
55,xi2,xi,2,27.023466169403456,-0.07360207900963825
56,xi2,xi,2,29.021712950323614,-0.06768456959597485
57,xi2,xi,2,31.02022550732897,-0.06642035579203164
58,xi2,xi,2,33.01895795649731,-0.05658990488332205
59,xi2,xi,2,35.01782041255468,-0.04862959809610126
60,xi2,xi,2,37.01678068081689,-0.04195323685873946
61,xi2,xi,2,39.015897648740854,-0.04475168207569192
62,xi2,xi,2,41.0150764997134,-0.04488385677614287
63,xi2,xi,2,43.01435207730657,-0.04823850566198429
64,xi2,xi,2,45.013717374563356,-0.04567142973400056
65,xi2,xi,2,47.01306629374365,-0.04045630203366027
66,xi2,xi,2,49.012464825600574,-0.03441153746259262
67,xi2,xi,2,51.01196018043999,-0.024494123186774432
68,xi2,xi,2,53.01147261081704,-0.020717890814509518
69,xi2,xi,2,55.01102142125616,-0.02005451391127654
70,xi2,xi,2,57.010554451772435,-0.014726672394747318
71,xi2,xi,2,59.01018095383947,-0.014256796028511511
