index,component,statistic,ell,r,model_value
0,wp,wp,-1,0.5761356451482574,178.24617040434524
1,wp,wp,-1,0.7440818690302262,155.9654010831172
2,wp,wp,-1,0.9610170497889371,117.78149556467287
3,wp,wp,-1,1.2415081573690936,98.73529947986735
4,wp,wp,-1,1.6037983331351233,82.6290135220211
5,wp,wp,-1,2.0714477629787083,72.15855338300547
6,wp,wp,-1,2.6753529170231105,60.21773525854404
7,wp,wp,-1,3.4552810127626836,50.33663818283158
8,wp,wp,-1,4.462678487403257,42.25559825182744
9,wp,wp,-1,5.763705166875068,32.91420849561044
10,wp,wp,-1,7.444209778763199,27.01118379218026
11,wp,wp,-1,9.614254566531134,20.93048405210402
12,wp,wp,-1,12.416991298325703,15.344595260108292
13,wp,wp,-1,16.03613754282894,11.530561581276892
14,wp,wp,-1,20.710355722655805,8.262312128512248
15,wp,wp,-1,26.747045170628947,5.488972116867146
16,xi0,xi,0,5.12893551095799,2.1818661400479846
17,xi0,xi,0,7.0926598262423175,1.7065136718018916
18,xi0,xi,0,9.071987614253018,1.0836215456855
19,xi0,xi,0,11.058870735916955,0.7375361643205325
20,xi0,xi,0,13.049734911079584,0.5357103354775615
21,xi0,xi,0,15.042904687805345,0.4018820447800998
22,xi0,xi,0,17.03780085357808,0.3111650458872571
23,xi0,xi,0,19.033667808465324,0.2504303390645681
24,xi0,xi,0,21.03037630419934,0.20420579335854114
25,xi0,xi,0,23.02766068469553,0.16566591524718233
26,xi0,xi,0,25.025364151653893,0.13755151426929704
27,xi0,xi,0,27.023466169403456,0.11532626988831357
28,xi0,xi,0,29.021712950323614,0.09865485363268917
29,xi0,xi,0,31.02022550732897,0.08568209249763195
30,xi0,xi,0,33.01895795649731,0.0693409060652306
31,xi0,xi,0,35.01782041255468,0.05848518912133612
32,xi0,xi,0,37.01678068081689,0.04997008656476315
33,xi0,xi,0,39.015897648740854,0.042279554665563636
34,xi0,xi,0,41.0150764997134,0.03406749726330133
35,xi0,xi,0,43.01435207730657,0.028130514793507436
36,xi0,xi,0,45.013717374563356,0.02379630869123041
37,xi0,xi,0,47.01306629374365,0.01697798083104362
38,xi0,xi,0,49.012464825600574,0.01323709386746871
39,xi0,xi,0,51.01196018043999,0.010556829861646948
40,xi0,xi,0,53.01147261081704,0.01161862824428455
41,xi0,xi,0,55.01102142125616,0.00979036526898594
42,xi0,xi,0,57.010554451772435,0.005638441862525522
43,xi0,xi,0,59.01018095383947,0.005539546977954845
44,xi2,xi,2,5.12893551095799,-0.4110451735211947
45,xi2,xi,2,7.0926598262423175,-0.4871724760854079
46,xi2,xi,2,9.071987614253018,-0.4856342821284372
47,xi2,xi,2,11.058870735916955,-0.39392931605712944
48,xi2,xi,2,13.049734911079584,-0.33695964771284737
49,xi2,xi,2,15.042904687805345,-0.2849508332504484
50,xi2,xi,2,17.03780085357808,-0.21992323687632992
51,xi2,xi,2,19.033667808465324,-0.17089077615390713
52,xi2,xi,2,21.03037630419934,-0.14480315837485144
53,xi2,xi,2,23.02766068469553,-0.12420098419472851
54,xi2,xi,2,25.025364151653893,-0.09690067346956803
55,xi2,xi,2,27.023466169403456,-0.07614038474396773
56,xi2,xi,2,29.021712950323614,-0.06951127961628392
57,xi2,xi,2,31.02022550732897,-0.06682197397060723
58,xi2,xi,2,33.01895795649731,-0.05579675231666072
59,xi2,xi,2,35.01782041255468,-0.048642622093820295
60,xi2,xi,2,37.01678068081689,-0.04102167385747494
61,xi2,xi,2,39.015897648740854,-0.044177897003053794
62,xi2,xi,2,41.0150764997134,-0.04451149296265647
63,xi2,xi,2,43.01435207730657,-0.04741794985276497
64,xi2,xi,2,45.013717374563356,-0.045599945319224316
65,xi2,xi,2,47.01306629374365,-0.03944683258211649
66,xi2,xi,2,49.012464825600574,-0.03440412673908901
67,xi2,xi,2,51.01196018043999,-0.02552726532234719
68,xi2,xi,2,53.01147261081704,-0.021643732875289385
69,xi2,xi,2,55.01102142125616,-0.021188363490724317
70,xi2,xi,2,57.010554451772435,-0.015145280349479734
71,xi2,xi,2,59.01018095383947,-0.014630764486851772
