index,component,statistic,ell,r,model_value
0,wp,wp,-1,0.5761356451482574,334.58136522266284
1,wp,wp,-1,0.7440818690302262,252.52669541861061
2,wp,wp,-1,0.9610170497889371,172.92355634974555
3,wp,wp,-1,1.2415081573690936,123.99749788094888
4,wp,wp,-1,1.6037983331351233,95.7523838376146
5,wp,wp,-1,2.0714477629787083,80.35524501172517
6,wp,wp,-1,2.6753529170231105,66.86065691669353
7,wp,wp,-1,3.4552810127626836,55.90901244899667
8,wp,wp,-1,4.462678487403257,47.083916815672936
9,wp,wp,-1,5.763705166875068,36.24231819760405
10,wp,wp,-1,7.444209778763199,30.16259569712208
11,wp,wp,-1,9.614254566531134,23.06627385421237
12,wp,wp,-1,12.416991298325703,17.122639649865885
13,wp,wp,-1,16.03613754282894,12.622181993859414
14,wp,wp,-1,20.710355722655805,8.761083499439502
15,wp,wp,-1,26.747045170628947,5.841255427889287
16,xi0,xi,0,5.12893551095799,2.404146364937235
17,xi0,xi,0,7.0926598262423175,1.8958096194125567
18,xi0,xi,0,9.071987614253018,1.2214444636241408
19,xi0,xi,0,11.058870735916955,0.8355115297127867
20,xi0,xi,0,13.049734911079584,0.6054123374316344
21,xi0,xi,0,15.042904687805345,0.45129852160064754
22,xi0,xi,0,17.03780085357808,0.34705509135833856
23,xi0,xi,0,19.033667808465324,0.2774787287628657
24,xi0,xi,0,21.03037630419934,0.2233785467312459
25,xi0,xi,0,23.02766068469553,0.17916291014996064
26,xi0,xi,0,25.025364151653893,0.14957233089910182
27,xi0,xi,0,27.023466169403456,0.12531306742010903
28,xi0,xi,0,29.021712950323614,0.10724465309414605
29,xi0,xi,0,31.02022550732897,0.09380685057848315
30,xi0,xi,0,33.01895795649731,0.07642651920752243
31,xi0,xi,0,35.01782041255468,0.06450314183318698
32,xi0,xi,0,37.01678068081689,0.05475964801571745
33,xi0,xi,0,39.015897648740854,0.04598559787829266
34,xi0,xi,0,41.0150764997134,0.03775903075301275
35,xi0,xi,0,43.01435207730657,0.030004611817250733
36,xi0,xi,0,45.013717374563356,0.02454990745507399
37,xi0,xi,0,47.01306629374365,0.018071761847253606
38,xi0,xi,0,49.012464825600574,0.012595141758651871
39,xi0,xi,0,51.01196018043999,0.009427552331024498
40,xi0,xi,0,53.01147261081704,0.009465426142549799
41,xi0,xi,0,55.01102142125616,0.008004877135679267
42,xi0,xi,0,57.010554451772435,0.004742395653879258
43,xi0,xi,0,59.01018095383947,0.005594498053264868
44,xi2,xi,2,5.12893551095799,0.16054350954927346
45,xi2,xi,2,7.0926598262423175,-0.02967336673621432
46,xi2,xi,2,9.071987614253018,-0.19875423401396705
47,xi2,xi,2,11.058870735916955,-0.2151258663592996
48,xi2,xi,2,13.049734911079584,-0.22740626099510147
49,xi2,xi,2,15.042904687805345,-0.2148634084102099
50,xi2,xi,2,17.03780085357808,-0.17411001640743595
51,xi2,xi,2,19.033667808465324,-0.1452427195308622
52,xi2,xi,2,21.03037630419934,-0.12535969697247296
53,xi2,xi,2,23.02766068469553,-0.1093275245156156
54,xi2,xi,2,25.025364151653893,-0.08816135003128597
55,xi2,xi,2,27.023466169403456,-0.07184515854948961
56,xi2,xi,2,29.021712950323614,-0.06586248242579511
57,xi2,xi,2,31.02022550732897,-0.06484866879773578
58,xi2,xi,2,33.01895795649731,-0.053655374394884416
59,xi2,xi,2,35.01782041255468,-0.047469287638116135
60,xi2,xi,2,37.01678068081689,-0.04250725516638585
61,xi2,xi,2,39.015897648740854,-0.04710090784958292
62,xi2,xi,2,41.0150764997134,-0.046929984422352834
63,xi2,xi,2,43.01435207730657,-0.04767964941362104
64,xi2,xi,2,45.013717374563356,-0.0437122236462244
65,xi2,xi,2,47.01306629374365,-0.03981507044384511
66,xi2,xi,2,49.012464825600574,-0.033909496900992216
67,xi2,xi,2,51.01196018043999,-0.023325616633518134
68,xi2,xi,2,53.01147261081704,-0.02056367816813911
69,xi2,xi,2,55.01102142125616,-0.020273425410647507
70,xi2,xi,2,57.010554451772435,-0.014870725300252527
71,xi2,xi,2,59.01018095383947,-0.013412103598587494
