rp_Mpch,wp
3.454364526711016792e-01,2.425224884605356408e+02
4.461667047834023681e-01,2.033359256415774041e+02
5.761377298967339522e-01,1.491382748127387856e+02
7.440829898086537275e-01,1.211689891896800191e+02
9.610206537814114380e-01,1.146314188631206576e+02
1.241512443432826629e+00,1.024618384971195155e+02
1.603795931823292165e+00,9.072674764116220558e+01
2.071447944379275707e+00,7.371742691415704485e+01
2.675349666647638180e+00,6.336671358125454390e+01
3.455280512042357977e+00,5.102565295889785091e+01
4.462677860813675679e+00,4.213937083196237410e+01
5.763700399743427738e+00,3.454864289783822784e+01
7.444203774782891969e+00,2.757308116351148186e+01
9.614251979229912592e+00,2.162214290465523447e+01
1.241698488370128217e+01,1.646273610611778793e+01
1.603613586813300174e+01,1.238905133376036360e+01
2.071035667320752793e+01,8.703838722607226686e+00
2.674703998481906453e+01,5.845656639162136514e+00
