# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 764619
# D1D2.size2 = 764619
# D1R2.size1 = 764619
# D1R2.size2 = 20472531
# R1D2.size1 = 20472531
# R1D2.size2 = 764619
# R1R2.size1 = 20472531
# R1R2.size2 = 20472531
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454364526711e-01 2.425224884605e+02
4.439475303322e-01 4.461667047834e-01 2.033359256416e+02
5.733802840848e-01 5.761377298967e-01 1.491382748127e+02
7.405491138359e-01 7.440829898087e-01 1.211689891897e+02
9.564559599018e-01 9.610206537814e-01 1.146314188631e+02
1.235310374613e+00 1.241512443433e+00 1.024618384971e+02
1.595464700520e+00 1.603795931823e+00 9.072674764116e+01
2.060621899500e+00 2.071447944379e+00 7.371742691416e+01
2.661395524022e+00 2.675349666648e+00 6.336671358125e+01
3.437324497522e+00 3.455280512042e+00 5.102565295890e+01
4.439475303322e+00 4.462677860814e+00 4.213937083196e+01
5.733802840848e+00 5.763700399743e+00 3.454864289784e+01
7.405491138359e+00 7.444203774783e+00 2.757308116351e+01
9.564559599018e+00 9.614251979230e+00 2.162214290466e+01
1.235310374613e+01 1.241698488370e+01 1.646273610612e+01
1.595464700520e+01 1.603613586813e+01 1.238905133376e+01
2.060621899500e+01 2.071035667321e+01 8.703838722607e+00
2.661395524022e+01 2.674703998482e+01 5.845656639162e+00
