# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 760150
# D1D2.size2 = 760150
# D1R2.size1 = 760150
# D1R2.size2 = 20458447
# R1D2.size1 = 20458447
# R1D2.size2 = 760150
# R1R2.size1 = 20458447
# R1R2.size2 = 20458447
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454331527783e-01 2.402623172407e+02
4.439475303322e-01 4.461606709123e-01 2.004141488804e+02
5.733802840848e-01 5.761343959385e-01 1.491396557958e+02
7.405491138359e-01 7.440711521481e-01 1.206041727244e+02
9.564559599018e-01 9.610047243911e-01 1.141997850046e+02
1.235310374613e+00 1.241504485307e+00 1.028555552558e+02
1.595464700520e+00 1.603795638825e+00 9.079836847284e+01
2.060621899500e+00 2.071436848930e+00 7.397947476634e+01
2.661395524022e+00 2.675345563217e+00 6.338161601636e+01
3.437324497522e+00 3.455267036802e+00 5.120811921010e+01
4.439475303322e+00 4.462668200249e+00 4.227906476684e+01
5.733802840848e+00 5.763675755928e+00 3.471527580206e+01
7.405491138359e+00 7.444164137147e+00 2.760518363132e+01
9.564559599018e+00 9.614191024704e+00 2.169971769774e+01
1.235310374613e+01 1.241688745171e+01 1.649596573208e+01
1.595464700520e+01 1.603596534904e+01 1.242191325020e+01
2.060621899500e+01 2.071006419778e+01 8.744626404012e+00
2.661395524022e+01 2.674658091061e+01 5.928841903475e+00
