rp_Mpch,wp
3.454331527782847910e-01,2.402623172406689775e+02
4.461606709122711290e-01,2.004141488804391429e+02
5.761343959384636060e-01,1.491396557958207723e+02
7.440711521481163659e-01,1.206041727244436288e+02
9.610047243911279402e-01,1.141997850045780041e+02
1.241504485306858196e+00,1.028555552557698149e+02
1.603795638824648373e+00,9.079836847283840484e+01
2.071436848929813834e+00,7.397947476633704866e+01
2.675345563216837252e+00,6.338161601636207365e+01
3.455267036802380343e+00,5.120811921009753576e+01
4.462668200248553596e+00,4.227906476683649828e+01
5.763675755928124644e+00,3.471527580206129926e+01
7.444164137146712434e+00,2.760518363132219832e+01
9.614191024704114241e+00,2.169971769773855286e+01
1.241688745170695363e+01,1.649596573208194172e+01
1.603596534904068349e+01,1.242191325020143644e+01
2.071006419777823382e+01,8.744626404012247889e+00
2.674658091061442988e+01,5.928841903474619812e+00
