# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 762631
# D1D2.size2 = 762631
# D1R2.size1 = 762631
# D1R2.size2 = 20515945
# R1D2.size1 = 20515945
# R1D2.size2 = 762631
# R1R2.size1 = 20515945
# R1R2.size2 = 20515945
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454403893763e-01 2.395118044844e+02
4.439475303322e-01 4.461612470503e-01 2.007114151891e+02
5.733802840848e-01 5.761301717837e-01 1.488274749436e+02
7.405491138359e-01 7.440773592232e-01 1.204711914234e+02
9.564559599018e-01 9.610086839575e-01 1.140335787906e+02
1.235310374613e+00 1.241502464676e+00 1.026225204257e+02
1.595464700520e+00 1.603796230136e+00 9.099213982966e+01
2.060621899500e+00 2.071436729571e+00 7.381903657716e+01
2.661395524022e+00 2.675353336918e+00 6.335546759002e+01
3.437324497522e+00 3.455273367011e+00 5.096792045326e+01
4.439475303322e+00 4.462662193118e+00 4.219009786124e+01
5.733802840848e+00 5.763679125672e+00 3.466619710311e+01
7.405491138359e+00 7.444174974010e+00 2.759237059410e+01
9.564559599018e+00 9.614189238483e+00 2.166342496723e+01
1.235310374613e+01 1.241689297004e+01 1.652492448973e+01
1.595464700520e+01 1.603598459746e+01 1.247400465295e+01
2.060621899500e+01 2.071009987000e+01 8.763339529921e+00
2.661395524022e+01 2.674666305205e+01 5.906788661359e+00
