rp_Mpch,wp
3.454403893763250410e-01,2.395118044844136307e+02
4.461612470503240613e-01,2.007114151890679636e+02
5.761301717836877501e-01,1.488274749435521471e+02
7.440773592232127198e-01,1.204711914234134440e+02
9.610086839575087136e-01,1.140335787906347633e+02
1.241502464675597217e+00,1.026225204257294195e+02
1.603796230136037781e+00,9.099213982966249148e+01
2.071436729571331181e+00,7.381903657716004830e+01
2.675353336918240288e+00,6.335546759001733363e+01
3.455273367010518459e+00,5.096792045325624088e+01
4.462662193117856724e+00,4.219009786124269823e+01
5.763679125672266146e+00,3.466619710310977354e+01
7.444174974009684753e+00,2.759237059410395076e+01
9.614189238482968136e+00,2.166342496723102684e+01
1.241689297003783210e+01,1.652492448972699890e+01
1.603598459745515115e+01,1.247400465294758654e+01
2.071009987000060804e+01,8.763339529920578741e+00
2.674666305205181516e+01,5.906788661358786996e+00
