# DESI DR1 LRG pycorr multipoles
# s_Mpch,xi0,xi2,xi4
# mode = smu
# autocorr = True
# D1D2.size1 = 762631
# D1D2.size2 = 762631
# D1R2.size1 = 762631
# D1R2.size2 = 20515945
# R1D2.size1 = 20515945
# R1D2.size2 = 762631
# R1R2.size1 = 20515945
# R1R2.size2 = 20515945
# los_type = midpoint
# bin_type = lin
# smid             savg               corr0(s)           corr2(s)            corr4(s)
3.000000000000e+00 3.210003622161e+00 5.403993506889e+00 2.385426319869e+00  2.795163213157e+00
5.000000000000e+00 5.128929643582e+00 2.833767604015e+00 6.741705949113e-01  1.193336722803e+00
7.000000000000e+00 7.092633679682e+00 1.681357693749e+00 5.811585211333e-02  5.289073795564e-01
9.000000000000e+00 9.071954025915e+00 1.096110949172e+00 -1.313782930458e-01 2.539000818120e-01
1.100000000000e+01 1.105883790971e+01 7.630845650745e-01 -1.963506087955e-01 1.442955678950e-01
1.300000000000e+01 1.304970684061e+01 5.590791992989e-01 -1.894093926813e-01 7.675471781612e-02
1.500000000000e+01 1.504287396051e+01 4.248386179961e-01 -1.840615358321e-01 6.021986862802e-02
1.700000000000e+01 1.703777738636e+01 3.303573360267e-01 -1.591489768067e-01 3.989083137295e-02
1.900000000000e+01 1.903364559271e+01 2.669232222356e-01 -1.414228178719e-01 2.205270486084e-02
2.100000000000e+01 2.103034669400e+01 2.127473300777e-01 -1.262652576577e-01 2.132157086609e-02
2.300000000000e+01 2.302763309484e+01 1.751562357040e-01 -1.068092025082e-01 9.477656267516e-03
2.500000000000e+01 2.502533063434e+01 1.431397949685e-01 -9.629472031090e-02 1.463078661307e-02
2.700000000000e+01 2.702344755275e+01 1.214265821186e-01 -8.367164199579e-02 7.398253118957e-03
2.900000000000e+01 2.902168780948e+01 1.002750916722e-01 -7.697393028773e-02 8.058074036998e-03
3.100000000000e+01 3.102020204302e+01 8.604304543248e-02 -6.981471313867e-02 1.181623622262e-02
3.300000000000e+01 3.301893005989e+01 7.373041992796e-02 -6.773411991393e-02 6.847437958756e-03
3.500000000000e+01 3.501779680095e+01 6.166624586305e-02 -6.192855451665e-02 8.434292237500e-03
3.700000000000e+01 3.701675529934e+01 5.380654637045e-02 -5.362198692036e-02 -6.882949254671e-04
3.900000000000e+01 3.901587282142e+01 4.692437199248e-02 -5.191053451560e-02 8.593281340191e-03
4.100000000000e+01 4.101504884555e+01 3.833027466141e-02 -5.168176433496e-02 4.912723502239e-03
4.300000000000e+01 4.301432703429e+01 3.349741785483e-02 -4.548797747180e-02 4.808515706765e-03
4.500000000000e+01 4.501369578999e+01 2.947964877700e-02 -4.387136867027e-02 3.081908907154e-03
4.700000000000e+01 4.701304079624e+01 2.549648486182e-02 -3.672721279454e-02 1.904555801591e-03
4.900000000000e+01 4.901244124786e+01 2.236080631934e-02 -3.360499410027e-02 -3.807360281716e-04
5.100000000000e+01 5.101193257233e+01 1.982957491053e-02 -3.016039483747e-02 9.033953992059e-04
5.300000000000e+01 5.301144843461e+01 1.725938783292e-02 -2.936359716721e-02 5.446260950017e-04
5.500000000000e+01 5.501099641726e+01 1.622926942212e-02 -2.624913606391e-02 3.073439568635e-04
5.700000000000e+01 5.701052676305e+01 1.447198725512e-02 -2.537039716149e-02 -1.275226419706e-03
5.900000000000e+01 5.901015808492e+01 1.267745434105e-02 -2.113907155321e-02 1.413306741743e-03
