# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 766922
# D1D2.size2 = 766922
# D1R2.size1 = 766922
# D1R2.size2 = 20525814
# R1D2.size1 = 20525814
# R1D2.size2 = 766922
# R1R2.size1 = 20525814
# R1R2.size2 = 20525814
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454374778854e-01 2.418587415080e+02
4.439475303322e-01 4.461679733120e-01 2.030540366650e+02
5.733802840848e-01 5.761391399920e-01 1.499803982951e+02
7.405491138359e-01 7.440850254019e-01 1.213147659204e+02
9.564559599018e-01 9.610200845893e-01 1.141886111829e+02
1.235310374613e+00 1.241513408732e+00 1.025918453078e+02
1.595464700520e+00 1.603798965526e+00 9.077504045220e+01
2.060621899500e+00 2.071447247766e+00 7.358317387557e+01
2.661395524022e+00 2.675355511319e+00 6.326765495598e+01
3.437324497522e+00 3.455281725992e+00 5.102339593280e+01
4.439475303322e+00 4.462679797751e+00 4.209981789048e+01
5.733802840848e+00 5.763709535270e+00 3.458677102420e+01
7.405491138359e+00 7.444214416026e+00 2.759588398954e+01
9.564559599018e+00 9.614264330010e+00 2.165211845769e+01
1.235310374613e+01 1.241700785458e+01 1.647279452140e+01
1.595464700520e+01 1.603616549016e+01 1.239142301747e+01
2.060621899500e+01 2.071040516157e+01 8.713557039035e+00
2.661395524022e+01 2.674711479696e+01 5.867508468280e+00
