# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 763677
# D1D2.size2 = 763677
# D1R2.size1 = 763677
# D1R2.size2 = 20475671
# R1D2.size1 = 20475671
# R1D2.size2 = 763677
# R1R2.size1 = 20475671
# R1R2.size2 = 20475671
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454361830640e-01 2.417800424174e+02
4.439475303322e-01 4.461658398081e-01 2.027744031644e+02
5.733802840848e-01 5.761361075648e-01 1.495198563482e+02
7.405491138359e-01 7.440809978835e-01 1.207259068783e+02
9.564559599018e-01 9.610172894750e-01 1.139794025385e+02
1.235310374613e+00 1.241505807686e+00 1.026348391187e+02
1.595464700520e+00 1.603800798800e+00 9.067527380304e+01
2.060621899500e+00 2.071452624093e+00 7.363204667986e+01
2.661395524022e+00 2.675351228401e+00 6.327668960106e+01
3.437324497522e+00 3.455277903150e+00 5.100498288430e+01
4.439475303322e+00 4.462676154355e+00 4.208910184882e+01
5.733802840848e+00 5.763704013184e+00 3.453531243884e+01
7.405491138359e+00 7.444204354868e+00 2.759947201355e+01
9.564559599018e+00 9.614239523383e+00 2.164727646449e+01
1.235310374613e+01 1.241696796629e+01 1.646303966996e+01
1.595464700520e+01 1.603610661850e+01 1.240110032668e+01
2.060621899500e+01 2.071030687142e+01 8.722292015143e+00
2.661395524022e+01 2.674696292998e+01 5.882802768722e+00
