rp_Mpch,wp
3.454361830639929298e-01,2.417800424173664169e+02
4.461658398081366772e-01,2.027744031644150198e+02
5.761361075648258057e-01,1.495198563482088616e+02
7.440809978835251082e-01,1.207259068782571774e+02
9.610172894750026451e-01,1.139794025384891256e+02
1.241505807685900242e+00,1.026348391186524083e+02
1.603800798800437244e+00,9.067527380303970119e+01
2.071452624092650296e+00,7.363204667985743868e+01
2.675351228400909331e+00,6.327668960106380780e+01
3.455277903150451468e+00,5.100498288429790250e+01
4.462676154354529245e+00,4.208910184881743533e+01
5.763704013184363539e+00,3.453531243883826107e+01
7.444204354867540729e+00,2.759947201355162960e+01
9.614239523383421471e+00,2.164727646449499332e+01
1.241696796629315180e+01,1.646303966995860435e+01
1.603610661850366981e+01,1.240110032668282969e+01
2.071030687142366133e+01,8.722292015142755872e+00
2.674696292998059377e+01,5.882802768722435793e+00
