rp_Mpch,wp
3.454380632749052826e-01,2.427464263079647822e+02
4.461691288945358602e-01,2.036773137348764919e+02
5.761388033642345086e-01,1.500581001134037820e+02
7.440885857820832561e-01,1.215455286546560103e+02
9.610213268777831885e-01,1.144624233212404931e+02
1.241510400607239273e+00,1.025583058187422409e+02
1.603797316497927117e+00,9.095849250027973198e+01
2.071448628926939595e+00,7.370634561720842726e+01
2.675353113466718114e+00,6.331250699836678564e+01
3.455283029852745269e+00,5.102815387857033613e+01
4.462680302715268610e+00,4.215863338040249175e+01
5.763705930491243912e+00,3.460410008988452546e+01
7.444209645567831934e+00,2.762146802560094372e+01
9.614259685093877295e+00,2.166390433107304148e+01
1.241699743855201987e+01,1.647823555936790285e+01
1.603614721403588561e+01,1.241355867068584828e+01
2.071037301685452547e+01,8.724910307878044335e+00
2.674706721399157061e+01,5.882270305633841900e+00
