rp_Mpch,wp
3.454409067360017516e-01,2.428984142130398425e+02
4.461693779327692289e-01,2.037444173634949038e+02
5.761418414177430503e-01,1.497921267261717730e+02
7.440866024284852331e-01,1.215146799589523141e+02
9.610198190858707523e-01,1.143991628546432793e+02
1.241512107808557808e+00,1.029068640506536951e+02
1.603799767993097536e+00,9.091869735074473624e+01
2.071451138638884082e+00,7.368384540657646653e+01
2.675350338970415187e+00,6.342985602446665894e+01
3.455283637305232247e+00,5.112985724997400894e+01
4.462679185938930537e+00,4.221157514261484778e+01
5.763706244268193224e+00,3.462252200826269188e+01
7.444212153044047042e+00,2.761631557985903385e+01
9.614261462425711002e+00,2.166561092440420921e+01
1.241699183742529655e+01,1.652038289869283716e+01
1.603613719040804142e+01,1.243166453528041870e+01
2.071034445651520883e+01,8.724084475568339769e+00
2.674700152752601667e+01,5.881878800815455222e+00
