# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 763114
# D1D2.size2 = 763114
# D1R2.size1 = 763114
# D1R2.size2 = 20458404
# R1D2.size1 = 20458404
# R1D2.size2 = 763114
# R1R2.size1 = 20458404
# R1R2.size2 = 20458404
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454409067360e-01 2.428984142130e+02
4.439475303322e-01 4.461693779328e-01 2.037444173635e+02
5.733802840848e-01 5.761418414177e-01 1.497921267262e+02
7.405491138359e-01 7.440866024285e-01 1.215146799590e+02
9.564559599018e-01 9.610198190859e-01 1.143991628546e+02
1.235310374613e+00 1.241512107809e+00 1.029068640507e+02
1.595464700520e+00 1.603799767993e+00 9.091869735074e+01
2.060621899500e+00 2.071451138639e+00 7.368384540658e+01
2.661395524022e+00 2.675350338970e+00 6.342985602447e+01
3.437324497522e+00 3.455283637305e+00 5.112985724997e+01
4.439475303322e+00 4.462679185939e+00 4.221157514261e+01
5.733802840848e+00 5.763706244268e+00 3.462252200826e+01
7.405491138359e+00 7.444212153044e+00 2.761631557986e+01
9.564559599018e+00 9.614261462426e+00 2.166561092440e+01
1.235310374613e+01 1.241699183743e+01 1.652038289869e+01
1.595464700520e+01 1.603613719041e+01 1.243166453528e+01
2.060621899500e+01 2.071034445652e+01 8.724084475568e+00
2.661395524022e+01 2.674700152753e+01 5.881878800815e+00
