rp_Mpch,wp
3.454378707481270960e-01,2.424306091553636975e+02
4.461668577190389118e-01,2.033323751682588920e+02
5.761381776946462585e-01,1.499044032280723115e+02
7.440846974265870051e-01,1.213343795790921718e+02
9.610218913947773389e-01,1.143749900657423098e+02
1.241512979440037245e+00,1.026287854318069037e+02
1.603800291311393567e+00,9.083319789723000781e+01
2.071449255513671872e+00,7.381330498657038675e+01
2.675354479772364513e+00,6.335709550340591534e+01
3.455283547710650272e+00,5.111167685009331763e+01
4.462681758167279966e+00,4.222315401130992996e+01
5.763709038984720756e+00,3.462591958427732663e+01
7.444214855024759991e+00,2.762547852858169506e+01
9.614264163099369043e+00,2.169409657855044671e+01
1.241700510829705983e+01,1.650552310594298433e+01
1.603615751357849106e+01,1.242388565043983562e+01
2.071038476290133801e+01,8.728327528454094875e+00
2.674708211575524786e+01,5.886541401385040118e+00
