s_Mpch,xi0,xi2,xi4
3.209944119160392351e+00,5.398889499568362282e+00,2.377700127772145233e+00,2.779290454031777102e+00
5.128900990996430487e+00,2.830241621518948314e+00,6.802781258725232316e-01,1.187928559858077993e+00
7.092625052853154699e+00,1.678598246797907478e+00,6.357697053905553286e-02,5.254606974065627600e-01
9.071932797642920931e+00,1.094388564164365807e+00,-1.313420203369733696e-01,2.561351445073519750e-01
1.105881824820007786e+01,7.622569511042014412e-01,-1.941667050579040099e-01,1.428457597225224196e-01
1.304969300901184681e+01,5.577812632140657367e-01,-1.856189684994760669e-01,7.623969684918507905e-02
1.504286447299079832e+01,4.229631160329713757e-01,-1.829290835025331741e-01,5.972033464242341994e-02
1.703775269288797745e+01,3.289336680182650130e-01,-1.579154928175741657e-01,3.910346698068054710e-02
1.903361937332251230e+01,2.649432923964178954e-01,-1.385122242491885758e-01,2.186332557389003214e-02
2.103034210373240853e+01,2.114484067117050337e-01,-1.251442366088869051e-01,2.152668372096915722e-02
2.302762432182857211e+01,1.741752950187662741e-01,-1.066523166931094280e-01,9.069953057723491308e-03
2.502532853960403969e+01,1.419807409815072308e-01,-9.569299375543788289e-02,1.286745674593260669e-02
2.702342630936506751e+01,1.200801423612126162e-01,-8.359063845326532294e-02,6.528959657044127417e-03
2.902167501554505691e+01,9.926953971076196703e-02,-7.724397330631585512e-02,7.349403372438706623e-03
3.102019324810390088e+01,8.462853301847494958e-02,-6.976290906266467695e-02,1.090096759623318361e-02
3.301892538483430428e+01,7.234350073253384417e-02,-6.819524334067410265e-02,6.293520808639110897e-03
3.501778696434302418e+01,6.048324947977950367e-02,-6.253883883376094854e-02,8.374629079450319341e-03
3.701674588424538115e+01,5.243977448672759722e-02,-5.378492900708195523e-02,-1.698330584976750698e-03
3.901585654438742523e+01,4.568477838299449256e-02,-5.251992702555710602e-02,7.169415612607473592e-03
4.101504052084195706e+01,3.732392568000865440e-02,-5.257718469943777062e-02,4.638426540896363470e-03
4.301431674018616036e+01,3.276637845862401949e-02,-4.666221537032126665e-02,4.919179203920943586e-03
4.501368234817157798e+01,2.844433540074598268e-02,-4.421555809712936214e-02,2.743591961205595672e-03
4.701303505107073732e+01,2.457570399038576381e-02,-3.762522023877250266e-02,1.596976743626687956e-03
4.901243392269471144e+01,2.191748131355674215e-02,-3.491873386301694998e-02,-1.873461062492008623e-04
5.101192703200111112e+01,1.955380853973527622e-02,-3.136387023942756314e-02,1.305639704012702613e-04
5.301144014658943604e+01,1.721165699189496773e-02,-2.985720262159782465e-02,-1.846364090045229164e-04
5.501098764627555937e+01,1.626835447967836176e-02,-2.658774426109395544e-02,-4.395280005741183460e-04
5.701052336620413996e+01,1.462909534675673785e-02,-2.548116138907431313e-02,-9.624575101901294057e-04
5.901014904191666943e+01,1.292754346441480143e-02,-2.109092827111705426e-02,1.513742983219968762e-03
