# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 759567
# D1D2.size2 = 759567
# D1R2.size1 = 759567
# D1R2.size2 = 20441031
# R1D2.size1 = 20441031
# R1D2.size2 = 759567
# R1R2.size1 = 20441031
# R1R2.size2 = 20441031
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454329427249e-01 2.389403498874e+02
4.439475303322e-01 4.461688435414e-01 2.010061364102e+02
5.733802840848e-01 5.761357184198e-01 1.492719999350e+02
7.405491138359e-01 7.440719551318e-01 1.201503344531e+02
9.564559599018e-01 9.610015350541e-01 1.139626567667e+02
1.235310374613e+00 1.241498737694e+00 1.025815630301e+02
1.595464700520e+00 1.603800846046e+00 9.061189407597e+01
2.060621899500e+00 2.071444855628e+00 7.360311005134e+01
2.661395524022e+00 2.675343688958e+00 6.330717448010e+01
3.437324497522e+00 3.455268513518e+00 5.102061800124e+01
4.439475303322e+00 4.462659126804e+00 4.214736913060e+01
5.733802840848e+00 5.763677334476e+00 3.454930925265e+01
7.405491138359e+00 7.444171008866e+00 2.755546272388e+01
9.564559599018e+00 9.614183950519e+00 2.161845602158e+01
1.235310374613e+01 1.241689238454e+01 1.639582969039e+01
1.595464700520e+01 1.603597260175e+01 1.237271785295e+01
2.060621899500e+01 2.071008064069e+01 8.692237204304e+00
2.661395524022e+01 2.674660595349e+01 5.892067908123e+00
