rp_Mpch,wp
3.454329427248885587e-01,2.389403498874124239e+02
4.461688435414051801e-01,2.010061364101848937e+02
5.761357184198073744e-01,1.492719999349790214e+02
7.440719551318336622e-01,1.201503344531253106e+02
9.610015350540654921e-01,1.139626567667232422e+02
1.241498737693647714e+00,1.025815630300949692e+02
1.603800846045687845e+00,9.061189407597282752e+01
2.071444855627852188e+00,7.360311005134106210e+01
2.675343688957697363e+00,6.330717448010106807e+01
3.455268513518149565e+00,5.102061800123810542e+01
4.462659126804017440e+00,4.214736913059834222e+01
5.763677334476082770e+00,3.454930925265283292e+01
7.444171008865685835e+00,2.755546272388148665e+01
9.614183950519104016e+00,2.161845602158103929e+01
1.241689238453597355e+01,1.639582969038676907e+01
1.603597260174777261e+01,1.237271785294885795e+01
2.071008064068768562e+01,8.692237204304007037e+00
2.674660595349014613e+01,5.892067908122513131e+00
