# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 765663
# D1D2.size2 = 765663
# D1R2.size1 = 765663
# D1R2.size2 = 20515658
# R1D2.size1 = 20515658
# R1D2.size2 = 765663
# R1R2.size1 = 20515658
# R1R2.size2 = 20515658
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454346440617e-01 2.415816351942e+02
4.439475303322e-01 4.461699584808e-01 2.033040543882e+02
5.733802840848e-01 5.761342120506e-01 1.496571993437e+02
7.405491138359e-01 7.440850222201e-01 1.214844818289e+02
9.564559599018e-01 9.610219222585e-01 1.141131878248e+02
1.235310374613e+00 1.241513289947e+00 1.026059517762e+02
1.595464700520e+00 1.603800471611e+00 9.090470487148e+01
2.060621899500e+00 2.071447104507e+00 7.382552148075e+01
2.661395524022e+00 2.675351599771e+00 6.321257250167e+01
3.437324497522e+00 3.455278223206e+00 5.102701096642e+01
4.439475303322e+00 4.462679055294e+00 4.217250869178e+01
5.733802840848e+00 5.763704165712e+00 3.461957722032e+01
7.405491138359e+00 7.444209174213e+00 2.764968858540e+01
9.564559599018e+00 9.614254873734e+00 2.169077057228e+01
1.235310374613e+01 1.241698282713e+01 1.649288373645e+01
1.595464700520e+01 1.603612593403e+01 1.242012940655e+01
2.060621899500e+01 2.071033346408e+01 8.725372529939e+00
2.661395524022e+01 2.674697648465e+01 5.886579068380e+00
