s_Mpch,xi0,xi2,xi4
3.210038381459663803e+00,5.406820515857468479e+00,2.400844954923796237e+00,2.817252072118388462e+00
5.128931247585355457e+00,2.830498360120733636e+00,6.801326795833111394e-01,1.191153316783059024e+00
7.092662237886607990e+00,1.679994750854338914e+00,6.001008994064981061e-02,5.252576687078354123e-01
9.071980429337155982e+00,1.095102830107756997e+00,-1.326318215226509056e-01,2.534437652716464151e-01
1.105887478757422215e+01,7.625510591379074388e-01,-1.934511785595575684e-01,1.431993523035614280e-01
1.304973424898726186e+01,5.587862684539222080e-01,-1.875228217551495602e-01,7.396314769159711977e-02
1.504290445910646845e+01,4.238333346129410373e-01,-1.832533860901195411e-01,6.000014630843270025e-02
1.703779901676596964e+01,3.299497782087700282e-01,-1.578607407614522895e-01,3.949322098390307262e-02
1.903366674781964463e+01,2.662707566305367313e-01,-1.404145208358851260e-01,2.112357574333886823e-02
2.103037401335549106e+01,2.122623126609465283e-01,-1.257021788885081814e-01,2.121193237608329230e-02
2.302765655753412233e+01,1.745759756263662310e-01,-1.062819092939859267e-01,8.966882836176854124e-03
2.502536114228511721e+01,1.427551994874853292e-01,-9.544660167308677279e-02,1.416544803827198343e-02
2.702346384675637481e+01,1.208645302257801979e-01,-8.366917580904914553e-02,7.817386632919687967e-03
2.902170889994670588e+01,9.975366295463472532e-02,-7.722149116025919802e-02,9.008603825092473955e-03
3.102021896492620812e+01,8.544130318764034393e-02,-6.949584379058706962e-02,1.132844900469398217e-02
3.301895321961713847e+01,7.323793255894145426e-02,-6.751594218281330162e-02,6.813790812604689391e-03
3.501781640315321198e+01,6.133280903829826936e-02,-6.166337372192043365e-02,9.179344599211568256e-03
3.701677489170262447e+01,5.358816940503844523e-02,-5.308251917105852313e-02,-8.312848671097890869e-04
3.901589129165361669e+01,4.672991205313201113e-02,-5.182030688033576610e-02,7.623818177009781052e-03
4.101506920947039703e+01,3.816725401018185304e-02,-5.145603178367164077e-02,4.967743610770199332e-03
4.301434564525413151e+01,3.340060674290287052e-02,-4.562590408829728106e-02,4.500192054554307333e-03
4.501371027002792147e+01,2.928710428171609620e-02,-4.380372744079796821e-02,2.524280507105101240e-03
4.701305996678565435e+01,2.522828654096648943e-02,-3.701840082801952092e-02,1.450203636999738499e-03
4.901245784838366859e+01,2.234443067430968988e-02,-3.402039508402565637e-02,-6.563849788327377191e-04
5.101195333743653748e+01,1.968702217587747424e-02,-3.048713224975658012e-02,2.044677886335217738e-04
5.301146490607474249e+01,1.711329977170881339e-02,-2.948661978077672316e-02,2.155751377527273787e-04
5.501101421920103718e+01,1.614223320562332628e-02,-2.619863093000985785e-02,-1.323591433634689618e-04
5.701054750378735037e+01,1.453197799696253484e-02,-2.524508466500145765e-02,-1.274330130849162185e-03
5.901017443016467467e+01,1.279511640049293963e-02,-2.091158430186893305e-02,1.339916005934376712e-03
