rp_Mpch,wp
3.454346440617307445e-01,2.415816351942388565e+02
4.461699584808450081e-01,2.033040543882269162e+02
5.761342120505720255e-01,1.496571993437185313e+02
7.440850222200798836e-01,1.214844818289188879e+02
9.610219222585387744e-01,1.141131878248216935e+02
1.241513289946995613e+00,1.026059517761872826e+02
1.603800471611391609e+00,9.090470487147814538e+01
2.071447104506856540e+00,7.382552148074643128e+01
2.675351599771218947e+00,6.321257250167076336e+01
3.455278223206153854e+00,5.102701096642172729e+01
4.462679055294373143e+00,4.217250869177691186e+01
5.763704165712447036e+00,3.461957722032408213e+01
7.444209174212614855e+00,2.764968858540366270e+01
9.614254873733919737e+00,2.169077057228096450e+01
1.241698282713263701e+01,1.649288373644744610e+01
1.603612593402676367e+01,1.242012940655401643e+01
2.071033346408156106e+01,8.725372529938614008e+00
2.674697648465274824e+01,5.886579068379594659e+00
