s_Mpch,xi0,xi2,xi4
3.210009051144208758e+00,5.411507466025101465e+00,2.400202787772717450e+00,2.806638940489120770e+00
5.128935233533759686e+00,2.833009295327771682e+00,6.826757155289120416e-01,1.190563289449993789e+00
7.092656792942607424e+00,1.680625153435796104e+00,6.421690390053123865e-02,5.296732433634590009e-01
9.071975192102215146e+00,1.095996896182100055e+00,-1.309608603202902510e-01,2.573074076074463590e-01
1.105886533048704479e+01,7.622082193427669461e-01,-1.947540350372166107e-01,1.411809403146463970e-01
1.304973406179067652e+01,5.586627227026144116e-01,-1.872080336111845433e-01,7.541562482714767035e-02
1.504290542058799218e+01,4.233846600097821433e-01,-1.831142286243931938e-01,5.929982091850767578e-02
1.703779803134150583e+01,3.294738692886707287e-01,-1.575978503450213564e-01,3.907110475908138342e-02
1.903365978692967531e+01,2.659036071216193120e-01,-1.404523748338795397e-01,2.125540140749708484e-02
2.103036932845673590e+01,2.117169610451056505e-01,-1.252894064247511152e-01,2.048634671610953181e-02
2.302765247941455939e+01,1.743384370221109925e-01,-1.058588922765866802e-01,9.474423799687294728e-03
2.502535999745492745e+01,1.421507353410752794e-01,-9.487022141752825266e-02,1.404538261730035702e-02
2.702346263126002057e+01,1.203551028518248661e-01,-8.283735221539853533e-02,6.844565617061587094e-03
2.902170688407875332e+01,9.961724857819798107e-02,-7.643292781874484743e-02,8.140260892189995351e-03
3.102021958573032734e+01,8.530057806881630178e-02,-6.864647467154694205e-02,1.196059812753806281e-02
3.301895582714035982e+01,7.324784329237409020e-02,-6.672365345802644399e-02,6.701814662227144163e-03
3.501781686179712949e+01,6.133237662334671547e-02,-6.091769787101511402e-02,8.839273880060831423e-03
3.701677543212944954e+01,5.346884794814316805e-02,-5.260587480657591408e-02,-1.077875778426782291e-03
3.901589285132158835e+01,4.655204420658929504e-02,-5.136452518521122251e-02,7.483899357468948993e-03
4.101506988028282308e+01,3.802725077147584010e-02,-5.093091132352416811e-02,4.769611331927891412e-03
4.301434814111362215e+01,3.329993896623299060e-02,-4.537351742498055285e-02,4.883299199685792874e-03
4.501371292288208537e+01,2.916855356100745561e-02,-4.353094500825102631e-02,2.491871816726753605e-03
4.701306298372591641e+01,2.510468022397909643e-02,-3.680291992211058572e-02,1.243267337311273254e-03
4.901246142838851227e+01,2.219845903833492229e-02,-3.372524633073281652e-02,-8.133316042642016463e-04
5.101195581715622041e+01,1.964862825614241415e-02,-3.040727303713022453e-02,1.665166525534282475e-04
5.301146993448635669e+01,1.705201493581021133e-02,-2.945929889742206209e-02,-9.436387508356212234e-05
5.501101802471923463e+01,1.584557130830245228e-02,-2.584921132114348721e-02,-1.497997157364079060e-04
5.701054974565283828e+01,1.425087092284628779e-02,-2.515520762236322927e-02,-8.777336186031794302e-04
5.901017671930028285e+01,1.255243932924926531e-02,-2.066357399173505277e-02,1.616606745120516752e-03
